entity,label,p_cec,conflict,p_maker,p_generic_use,p_alt_meaning,n_titles,n_categories,slots,example_title,p_recognized,gated
radish,unbranded,0.0,False,0.0,1.0,1.0,3,0,inline|prefix,Radish White,,False
holder,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Paper Cup Holder,,False
dark,unbranded,0.0,False,0.0,1.0,1.0,7,6,inline|prefix,#_# SIERRA 72% Dark Chocolate Bar - Ether,,False
flat,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline,Malaysian Noodles ( Flat Noodles ) 1kg,,False
brownie,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Mother's Day Double Chocolate Brownie box - Blinkit / Instamart,,False
shimeji,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Shimeji Mushrooms,,False
pudina,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Dhania Pudina Chutney-SNACC,,False
glucose,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Liquid Glucose,,False
notebook,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline|prefix,NOTEBOOK LONG 200 PAGES,,False
toffee,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,#_# The Great Indian Toffee 300gm - Parsi Dairy Farm,,False
flavour,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Beer Non Alcoholic 330 ml - Coolberg (Ginger Flavour),,False
tikka,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline,Chicken Tikka Marinated,,False
parmesan,unbranded,0.0,False,0.0,1.0,1.0,1,0,prefix,Parmesan Cheese 1kg,,False
medium,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Cocoa powder (Medium Brown) Vanhouten,,False
bottles,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,R.O Water Bottles (20 Ltrs),,False
sabudana,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline|prefix,SABUDANA NYLON,,False
manchurian,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Manchurian Balls 500 Gms,,False
vanaspati,unbranded,0.0,False,0.0,1.0,1.0,2,1,prefix,Vanaspati 1kg pkt,,False
bhaji,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,MDH Pav Bhaji Masala 100 grams,,False
barfi,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Sweets Milk Barfi Red Velvet,,False
muffin,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,EGGFREE TEA TIME VANILLA MUFFIN,,False
cleaner,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline,A-005 Grill and Oven Cleaner ACTON,,False
dalchini,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline|prefix,Dalchini,,False
silver,unbranded,0.0,False,0.0,1.0,1.0,4,1,inline|prefix,Silver Pouch 6*8,,False
clear,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,12OZ CLEAR PET CUPS,,False
gochujang,unbranded,0.0,False,0.0,1.0,1.0,4,1,inline|prefix,Gochujang Sauce,,False
dispenser,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Tape Dispenser,,False
soft,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Malai Paneer Soft Loose,,False
boxes,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Plastic Storage Boxes - Meduim,,False
envelope,unbranded,0.0,False,0.0,1.0,1.0,2,0,inline|prefix,Envelope,,False
pot,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,COOK POT SS WITH LID 36*20  20LTR,,False
sooji,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,RAJDHANI - SOOJI (1KG),,False
mayonnaise,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,SAUCE MAYONNAISE,,False
hot,unbranded,0.0,False,0.0,1.0,1.0,4,3,inline|prefix,Griffith Hot Chilli Marinade,,False
flakes,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Potato Flakes 1kg pkt,,False
lime,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,KAFFIR LIME,,False
jamaican,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Chefs Art - Jamaican Jerk Seasoning 400 gm,,False
trigger,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Spray Bottle with Trigger (750 ML),,False
sliced,unbranded,0.0,False,0.0,1.0,1.0,3,1,inline,Red Paprika Sliced,,False
skin,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Hungritos Permium without Skin On Fries 9Mm,,False
farali,unbranded,0.0,False,0.0,1.0,1.0,2,2,prefix,Farali Sabudana Vada,,False
fine,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline|prefix,Fine Sev,,False
fondant,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,Brown Sugar Paste Fondant,,False
besan,unbranded,0.0,False,0.0,1.0,1.0,3,2,inline|prefix,BESAN,,False
dried,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline|prefix,Dried figs,,False
crispy,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline|prefix,Crispy Cajun Breading Mix,,False
corrugated,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline|prefix,3 Ply Corrugated Croissant Tray,,False
goat,unbranded,0.0,False,0.0,1.0,1.0,1,0,prefix,Goat Cheese,,False
refined,unbranded,0.0,False,0.0,1.0,1.0,1,0,prefix,Refined Oil,,False
mirch,unbranded,0.0,False,0.0,1.0,1.0,5,4,inline,Kashmiri Mirch Powder,,False
gel,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Pink Gel Colour,,False
masoor,unbranded,0.0,False,0.0,1.0,1.0,3,2,inline|prefix,Red Malka (Lal Masoor) Rajdhani,,False
flax,unbranded,0.0,False,0.0,1.0,1.0,1,0,prefix,Flax Seeds Plain,,False
shiitake,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Dried Shiitake mushroom 1kg,,False
lager,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Corona Lager Beer 330 ml,,False
pages,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,NOTEBOOK LONG 200 PAGES,,False
pad,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline,Note Pad 3x3,,False
film,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Cling Film,,False
wooden,unbranded,0.0,False,0.0,1.0,1.0,5,4,allcaps|inline|prefix,Wooden Cutlery Kit,,False
vinyl,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline|prefix,Vinyl Sticker 2x1.5 Ft,,False
idli,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,DAILY FRESH MILLETS IDLI AND DOSA BATTER POUCH 1/2KG,,False
tadka,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,#_# Mustard Seeds Temper/Tadka - Murukku,,False
tape,unbranded,0.0,False,0.0,1.0,1.0,6,4,inline|prefix,CELLO TAPE BIG PLAIN 3 INCH,,False
sambar,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,MTR Sambar,,False
tomato,unbranded,0.0,False,0.0,1.0,1.0,5,4,inline|prefix,Green Tomato 1kg,,False
boneless,unbranded,0.0,False,0.0,1.0,1.0,2,2,allcaps|inline,CHICKEN THIGH BONELESS (80 - 90 gm),,False
assorted,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline|prefix,Food Colours Splash 200g Assorted,,False
haldi,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline|prefix,Turmeric (Haldi) Powder Chounk,,False
rasmalai,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Sweets Pcs. Rasmalai,,False
book,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline,Note Book 240 Pages,,False
smoothie,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,GK - Infinite Food - Strawberry Smoothie Premix Powder (58 G x 15 sachet),,False
laddu,unbranded,0.0,False,0.0,1.0,1.0,3,2,allcaps|inline,MOTICHOOR LADDU 250g,,False
sanitizer,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,Hand Sanitizer,,False
penne,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Agnessi Penne Pasta,,False
garbage,unbranded,0.0,False,0.0,1.0,1.0,7,2,allcaps|prefix,Garbage Bag Black 30 x50,,False
oven,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,A-005 Grill and Oven Cleaner ACTON,,False
protein,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Skimmed Milk Powder (SMP) (Milk Protein - 36 percent),,False
duster,unbranded,0.0,False,0.0,1.0,1.0,6,4,inline|prefix,DUSTER YELLOW,,False
unsalted,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,President Butter Unsalted 500gm,,False
poriyal,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Carrot Beans Poriyal(ME)-A-BAN,,False
lids,unbranded,0.0,False,0.0,1.0,1.0,2,0,inline,PG-Paper Tub Lids,,False
jeera,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline|prefix,EASTMADE - CUMIN (JEERA) 1 KG,,False
chilled,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline|prefix,Dosa Batter Chilled,,False
crumb,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,Bread Crumb (Orange),,False
cashew,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline|prefix,Cashew Half,,False
spray,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline|prefix,Unbranded Spray Gun,,False
peda,unbranded,0.0,False,0.0,1.0,1.0,3,2,allcaps|inline,BANARASI LAL PEDA-200 Gms,,False
aniseed,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Aniseed Whole - Saunf,,False
gherkin,unbranded,0.0,False,0.0,1.0,1.0,2,1,prefix,Gherkin,,False
kalakand,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Sweets Milk Kalakand,,False
raw,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline|prefix,Raw Banana- Nos,,False
pistachio,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline,Pesto Pistachio 2.5kg (Mec3-14755),,False
tandoori,unbranded,0.0,False,0.0,1.0,1.0,5,2,inline|prefix,Tandoori paneer tikka,,False
hummus,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline|prefix,Hummus,,False
storage,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,Plastic Storage Container 500ml,,False
methi,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Kasoori Methi Dry 100GM,,False
ragi,unbranded,0.0,False,0.0,1.0,1.0,1,0,prefix,RAGI WHOLE,,False
ajwain,unbranded,0.0,False,0.0,1.0,1.0,1,0,prefix,Ajwain Whole,,False
bowl,unbranded,0.0,False,0.0,1.0,1.0,3,2,inline,PLASTIC DIP BOWL 50 ML,,False
base,unbranded,0.0,False,0.0,1.0,1.0,3,2,allcaps|inline,Pizza Base 8 inch Whole Wheat Pan Crust (Junos),,False
moong,unbranded,0.0,False,0.0,1.0,1.0,3,2,inline|prefix,Yellow Moong dal,,False
orange,unbranded,0.0,False,0.0,1.0,1.0,7,7,inline|prefix,#_# FC - Orange Popsicle Ice Cream [70 Ml] - Noto,,False
lemon,unbranded,0.0,False,0.0,1.0,1.0,6,6,inline|prefix,Lemon Ginger Syrup,,False
cardamom,unbranded,0.0,False,0.0,1.0,1.0,1,0,inline,Black Cardamom 250gm,,False
marinated,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline|suffix,Chicken Tikka Marinated,,False
cabbage,unbranded,0.0,False,0.0,1.0,1.0,4,3,inline,Kobij-Cabbage,,False
lychee,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline|prefix,Lychee Juice 1000 Ml,,False
inch,unbranded,0.0,False,0.0,1.0,1.0,7,6,inline,CELLO TAPE BIG PLAIN 3 INCH,,False
brioche,unbranded,0.0,False,0.0,1.0,1.0,1,0,prefix,Brioche Buns 70g D 100mm X H 45mm,,False
pickle,unbranded,0.0,False,0.0,1.0,1.0,5,3,inline|prefix,Mixed Veg Pickle (5 kg)-Snacc,,False
aluminium,unbranded,0.0,False,0.0,1.0,1.0,3,2,prefix,ALUMINIUM CONTAINER LID 750ML,,False
jaggery,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Palm Jaggery (per kg),,False
batter,unbranded,0.0,False,0.0,1.0,1.0,4,3,inline,DAILY FRESH MILLETS IDLI AND DOSA BATTER POUCH 1/2KG,,False
pasta,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Agnessi Penne Pasta,,False
peas,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,Green Peas,,False
zucchini,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline|prefix,Zucchini Yellow (Premium)  incremental 0.5 10033,,False
starch,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,POTATO STARCH,,False
dosa,unbranded,0.0,False,0.0,1.0,1.0,8,6,inline|prefix,Dosa Masala Retort,,False
oregano,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline|prefix,Oregano Herbs (Seasoning ),,False
coriander,unbranded,0.0,False,0.0,1.0,1.0,2,1,prefix,Coriander Fresh W/O Roots,,False
tomatoes,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Sundried Tomatoes in oil,,False
salted,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,#_# Baked Salted Caramel Cheesecake - Sassy Teaspoon,,False
thigh,unbranded,0.0,False,0.0,1.0,1.0,2,2,allcaps|inline,CHICKEN THIGH BONELESS (80 - 90 gm),,False
tapioca,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Tapioca Starch 500g pkt,,False
walnut,unbranded,0.0,False,0.0,1.0,1.0,3,2,prefix,WALNUT,,False
olive,unbranded,0.0,False,0.0,1.0,1.0,4,3,inline|prefix,San Marzano - Pomace Olive Oil,,False
acid,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Hydrochloric Acid,,False
roasted,unbranded,0.0,False,0.0,1.0,1.0,2,1,prefix,#_# Roasted Chana Dal - Murukku,,False
sparkling,unbranded,0.0,False,0.0,1.0,1.0,1,0,prefix,Sparkling Water,,False
potato,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline|prefix,Windmill Potato starch,,False
brown,unbranded,0.0,False,0.0,1.0,1.0,10,8,inline|prefix,Cocoa powder (Medium Brown) Vanhouten,,False
onion,unbranded,0.0,False,0.0,1.0,1.0,5,4,inline|prefix,Brown Onion,,False
pineapple,unbranded,0.0,False,0.0,1.0,1.0,1,1,inline,Real Pineapple Juice,,False
thick,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,Plastic Packing Cover Thick   12*16,,False
cut,unbranded,0.0,False,0.0,1.0,1.0,2,1,inline,Chicken Curry Cut,,False
amla,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline|prefix,Dollur Amla Jar,,False
cups,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,12OZ CLEAR PET CUPS,,False
capsicum,unbranded,0.0,False,0.0,1.0,1.0,2,0,allcaps|inline|prefix,Red Yellow Capsicum Mixed,,False
bags,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline,Flexible Plastic Bags ( 5kg Small Size - Mithai & Namkeen),,False
fillet,unbranded,0.0,False,0.0,1.0,1.0,2,2,inline,River Sole Fillet,,False
cheesecake,unbranded,0.0,False,0.0,1.0,1.0,5,3,inline,Keto Blueberry Cheesecake Ice Cream - 100 ml RM,,False
mustard,unbranded,0.0,False,0.0,1.0,1.0,6,4,inline|prefix,Active X Mustard Oil 500mL,,False
cherry,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline|prefix,Maraschino Cherry 737 Gms,,False
jackfruit,unbranded,0.0,False,0.0,1.0,1.0,1,1,prefix,Jackfruit Cut (kathal),,False
cumin,unbranded,0.0,False,0.0,1.0,1.0,4,2,inline|prefix,EASTMADE - CUMIN (JEERA) 1 KG,,False
turmeric,unbranded,0.0,False,0.0,1.0,1.0,2,2,prefix,Turmeric (Haldi) Powder Chounk,,False
raspberry,unbranded,0.0,False,0.0,1.0,1.0,5,3,inline|prefix,Flow Wrap Rolls - Raspberry Duet (60 ml),,False
beans,unbranded,0.0,False,0.0,1.0,1.0,4,2,inline,Moth / Math Atta - Flour - Moth Beans,,False
cinnamon,unbranded,0.0,False,0.0,1.0,1.0,2,1,prefix,CINNAMON 1 KG,,False
pepper,unbranded,0.0,False,0.0,1.0,1.0,4,3,inline,Cayenne Pepper Powder,,False
gloves,unbranded,0.0,False,0.0,1.0,1.0,4,3,inline|prefix,GLOVES BLUE,,False
garlic,unbranded,0.0,False,0.0,1.0,1.0,2,1,prefix,Garlic Bread Seasoning Powder,,False
mushroom,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline,GFB Mushroom Patty,,False
seasoning,unbranded,0.0,False,0.0,1.0,1.0,6,6,inline,Maggi Seasoning Sauce 680Ml,,False
wheat,unbranded,0.0,False,0.0,1.0,1.0,3,3,inline,Whole Wheat Jumbo Bread,,False
sesame,unbranded,0.0,False,0.0,1.0,1.0,2,0,prefix,Sesame Oil 650 Ml,,False
ginger,unbranded,0.0,False,0.0,1.0,1.0,4,4,inline,Beer Non Alcoholic 330 ml - Coolberg (Ginger Flavour),,False
