po_date,outlet_state,outlet_city,item_cat_l1,item_cat_l2,item_cat_l3,item_cat_l4,item_cat_l5,su_brand,brand,product_id,product_title,unit,quantity,price_inr,tax_pct,subtotal_amount_inr,tax_amount_inr,total_amount_inr,su_item_short_code,rn
2026-03-19 00:00:00.000 +0530,Maharashtra,Mumbai,Fresh Produce,Fruits & Vegetables,Vegetables,Green Chilli,,Griffith Food,Custom Culinary,63dcbd798dd1d054abdf2af6,Griffith Hot Chilli Marinade,kg,1,739,0.05,739,36.95,775.95,CCKAATEQAA,1
2026-01-07 00:00:00.000 +0530,Kerala,Kochi,Grocery,"Sauce, Spread, Dips & Vinegar",Sauce,Continental Sauce,,Unbranded,Unbranded,6442303daaf5bb67afb5e1d1,Kung Pao Sauce 335 G,piece,0,232,0.05,0,0,0,AMUAAIKAAA,1
2026-03-02 00:00:00.000 +0530,Rajasthan,Jaipur,Packaging,Bag,Garbage Bag,,,Unbranded,Unbranded,617a973e43602d121f2ce6b8,Plastic Packing Theli (PP),kg,10,127.12,0.18,1271.2,228.82,1500.02,AQXAAAIAAG,1
2026-02-04 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Spray Bottle,,,,Angel,unbrand,63cfa3ecf7364dfe474203ab,Teqila Blanco Don Angel 750 Ml,bottle,2,3195.38333,0,6390.77,0,6390.77,ASBAAAIAAA,1
2026-01-25 00:00:00.000 +0530,Haryana,Gurugram,Grocery,Flour,Wheat Flour,,,Unbranded,unbranded,6539ff1ec2dc4d02ba4ee6af,EVD DAIRY WHITENER 1 KG,packet,12,545,0.05,6540,327,6867,AFFAAAIAAA,1
2026-02-26 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Masala, Salt, Sugar & Spices",Spices,Paprika,,Paras Spices,Sarwar,63dcbd798dd1d054abdf2826,Red Paprika Sliced,tin,0,272,0.05,0,0,0,AJBAAFIAAA,1
2026-04-01 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,,,,,Unbranded,unbranded,6656fb8458d1490059014491,#_# Big Blue Box - Sweetish,piece,1,1,0,1,0,1,BFZAAAIAAA,1
2026-02-12 00:00:00.000 +0530,Delhi,Delhi,Packaging,Butter Paper,,,,Unbranded,Unbranded,67012d879bc75e4083235d56,19 KG Commercial Cylinder,piece,3,1494.07,0.18,4482.21,806.8,5289.01,ARJAAAIAAE,1
2026-03-05 00:00:00.000 +0530,Tamil Nadu,Chennai,Printing & Stationary,Calculator,,,,Unbranded,Unbranded,67a34b0ad7809ab72991697e,Message Card,nos,2000,3,0,6000,0,6000,BYFAAAIAAA,1
2026-02-18 00:00:00.000 +0530,Haryana,Gurugram,Groceries,Staples,Flour,,,Unbranded,unbranded,6539ff1ec2dc4d02ba4eeadb,VIKRAM - CHAKKI ATTA 30 KG,bag,1,1065,0,1065,0,1065,AFCAAAIAAB,1
2026-04-09 00:00:00.000 +0530,Goa,Panaji,Groceries,Spices,,,,Unbranded,unbranded,66c84ce6cda2b0403c3f0ca9,Kashmiri Chili,kg,2,619.05,0.05,1238.1,61.91,1300.01,CCKAAAIAAA,1
2026-02-09 18:43:22.512 +0530,Maharashtra,Mumbai,Breads & Bakery,Premix,Cake Premix,Choco Lava Cake Mix,,,OUTLET,658eafb74155c07e2ec5f7db,Infinite - Eggless Choco Lava Cake Premix 1 Kg Ambient 148873,kg,2,257.14,0.05,514.28,25.71,539.99,ABYAALVAAA,1
2026-02-20 00:00:00.000 +0530,Telangana,Hyderabad,Dairy,Cheese,Mozzarella Cheese,,,Unbranded,Unbranded,66aa23076af3fe7018f56fc4,Texmex cheese sauce,kg,900,231,0.05,207900,10395,218295,ACUAAAIAAA,1
2026-03-06 00:00:00.000 +0530,Karnataka,Bengaluru,Beverages,Juice,"Apple, Beetroot, Carrot (ABC) Juice",,,Miraya,ME,67da7269cddd998ff5cc8549,Fried Mirchi retort,packet,268,25.5,0.05,6834,341.7,7175.7,AAKAAJTAAA,1
2026-01-12 00:00:00.000 +0530,Uttar Pradesh,Noida,Fresh Produce,Fruits & Vegetables,Fruits,Raw Mango,,Unbranded,Unbranded,626ad5afd0df044ca32666db,Dried figs,kg,0.5,1121.9,0.05,560.95,28.05,589,CHUAAAIAAA,1
2026-01-06 00:00:00.000 +0530,Haryana,Gurugram,Packaging,Spoon,,,,Unbranded,unbranded,6539ff1ec2dc4d02ba4eeb2f,WOODEN SPOON 160MM (100 Pcs),packet,100,54.24,0.05,5424,271.2,5695.2,ARPAAAIAAD,1
2026-03-11 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Vegetables,Zucchini Green,,Unbranded,unbranded,6836a8f1cba63dcbf2917125,UH ZUCCHINI GREENSMALL DICE1 KG / BAG,kg,0,178,0,0,0,0,CDPAAAIAAB,1
2026-03-31 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,Snacks & Confectionery,Chocolate,Dark Chocolate,,Unbranded,unbranded,6656fb7d58d1490059012609,#_# SIERRA 72% Dark Chocolate Bar - Ether,piece,2,450,0,900,0,900,NONEAAIAAD,1
2026-04-20 00:00:00.000 +0530,Gujarat,Vadodara,Packaging,Butter Paper,,,,Unbranded,unbranded,6666fc97cc967db927b839bc,Butter Scotch DF Bite,kg,2,685.71,0.05,1371.42,68.57,1439.99,ARJAAAIAAE,1
2026-03-09 00:00:00.000 +0530,Uttar Pradesh,Noida,Housekeeping,Gloves,,,,Unbranded,Unbranded,63afb8a12d3ecb931a8d5340,GLOVES BLUE,packet,40,200,0.18,8000,1440,9440,APCAAAIAAB,1
2026-02-17 00:00:00.000 +0530,Jammu & Kashmir,Jammu,Dairy,Milk & Milk Alternatives,Oat Milk,,,Milk Food,Unbranded,652946b469486cd37eaeac2b,Milk Compound Slab M21,block,6,167,0,1002,0,1002,ADKAAAIAAB,1
2026-03-16 00:00:00.000 +0530,Tamil Nadu,Chennai,Others,,,,,Unbranded,Unbranded,67908d75c0a4e9e943ca0802,Quinoa 1kg,piece,2,215,0.05,430,21.5,451.5,AEXAAAIAAA,1
2026-05-01 00:00:00.000 +0530,Karnataka,Bengaluru,Housekeeping,Cleaner,,,,Unbranded,unbranded,67dd276379913f9bbd12e2cf,A-005 Grill and Oven Cleaner ACTON,bottle,12,240,0.18,2880,518.4,3398.4,AOVAAAIAAA,1
2026-01-10 00:00:00.000 +0530,Karnataka,Bengaluru,Dairy,Frozen Dessert,Ice Cream,,,Unbranded,unbranded,66e97a08b4a5872abadbfea3,Flow Wrap Rolls - Raspberry Duet (60 ml),kg,1200,270,0.18,324000,58320,382320,AEBAAAIAAA,1
2026-04-01 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Bag,Garbage Bag,,,Unbranded,Unbranded,64ba8327f519f6b50ea9b8ab,Garbage Bag 30x50 Kg,kg,5,98,0.18,490,88.2,578.2,AQXAAAIAAG,1
2026-04-24 00:00:00.000 +0530,Gujarat,Vadodara,Fruits & Vegetables,,,,,Unbranded,unbranded,6666fc96cc967db927b8344e,Dry Amla-Dry Gooseberry,kg,2,200,0.05,400,20,420,NONEAAIAAB,1
2026-01-11 00:00:00.000 +0530,Jammu & Kashmir,Jammu,Beverages,Juice,Pineapple Juice,,,Unbranded,unbranded,642e7d764bc6198ddfe59819,Real Pineapple Juice,packet,5,107.5,0,537.5,0,537.5,AASAAJUAAA,1
2026-03-01 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Butter Paper,,,,Unbranded,Unbranded,6666b8a17ca316f268130e55,PG-Paper Tub Lids,piece,5000,2.65,0.18,13250,2385,15635,ARJAAAIAAE,1
2026-04-24 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Kitchen Roll,,,,Unbranded,Unbranded,687a1dc2072a8f44b389a5d2,Cambro Polycarbonate GN Pan 1/2 200mm,piece,4,1216,0.18,4864,875.52,5739.52,ARUAAAIAAA,1
2026-04-17 00:00:00.000 +0530,Tamil Nadu,Chennai City South,,,,,,Unbranded,Unbranded,68319e9ec43b7b3639b27f13,Mangoes (Sindhura) X1KG,piece,1,60,0,60,0,60,NONEAAIABF,1
2026-01-19 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Fruits,Raw Mango,,Unbranded,unbranded,64256b24984c5126dfb58f78,Premix Egg Free Chocolate Make: pillsbury,kg,3400,151.05,0.05,513570,25678.5,539248.5,CHUAAAIAAA,1
2026-01-06 00:00:00.000 +0530,Goa,Panaji,Others,,,,,Unbranded,unbranded,66c84ce7cda2b0403c3f1121,Masoor Whole,kg,4,86,0,344,0,344,ALOAAAIAAE,1
2026-01-15 00:00:00.000 +0530,Delhi,Delhi,Beverages,Masala Shikanji,,,,Unbranded,unbranded,65c078d2e0f65923488cf158,Jau / Ghat,kg,10,40,0,400,0,400,AGJAAAIAAA,1
2026-03-24 00:00:00.000 +0530,Haryana,Gurugram,Beverages,Syrup,,,,Foodoo (FDL),NUTASTE,66952919d54ea92d466789b5,PASSION FRUIT SYRUP(1 LTR) Foodoo,bottle,30,475,0.05,14250,712.5,14962.5,ABAAADTAAA,1
2026-04-26 00:00:00.000 +0530,Rajasthan,Jaipur,Packaging,Container,,,,Unbranded,Unbranded,617a973e43602d121f2ce660,Soda 750ml- @ 18%,case,1,326.27,0.18,326.27,58.73,385,ARMAAAIAAC,1
2026-04-26 00:00:00.000 +0530,Karnataka,Bengaluru,,,,,,Unbranded,unbranded,674ff8f222c435a2af2a44fb,Blue Berry 250Gs,kg,1,320,0,320,0,320,NONEAAIAAY,1
2026-04-08 00:00:00.000 +0530,Tamil Nadu,Chennai,Housekeeping,Soap Oil,,,,Unbranded,unbranded,63c0f66a746a4d9708a9459c,Active X Mustard Oil 500mL,bottle,20,100.145,0.05,2002.9,100.14,2103.04,BYEAAAIAAA,1
2026-03-02 00:00:00.000 +0530,Delhi,New Delhi,Packaging,Printer Roll,,,,Unbranded,Unbranded,5fce161a8c37c436a4c8ed5c,PRINTER ROLL,piece,200,38,0.18,7600,1368,8968,ARYAAAIAAA,1
2026-01-26 00:00:00.000 +0530,Maharashtra,Thane West,Fresh Produce,Bok Choy,,,,Unbranded,unbranded,68889c9578e27bd975efd690,#_# Frozen OG Chocolate Chip Chonker - Chonkers,piece,2,1,0,2,0,2,CNVNAAIAAA,1
2026-03-31 00:00:00.000 +0530,Karnataka,Bangalore East,Dairy,Cheese,Mozzarella Cheese,,,Unbranded,Unbranded,6915870ee8869b85f8600e59,Burata Cheese 250 Grm,bottle,6,315,0.05,1890,94.5,1984.5,ACUAAAIAAA,1
2026-02-19 00:00:00.000 +0530,Uttar Pradesh,Noida,Dairy,Milk & Milk Alternatives,Milk,,,Mother Dairy,Unbranded,626ad5afd0df044ca3266737,Mother Dairy milk,litre,36,69,0,2484,0,2484,ADFAAHTAAB,1
2026-04-15 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Tape,,,,Triple Elephant,UNBRANDED,68cb9d8980bc013669d16cd4,CELLO TAPE BIG PLAIN 3 INCH,piece,0,85,0.18,0,0,0,AAIAASFAAA,1
2026-04-27 00:00:00.000 +0530,Maharashtra,Greater Mumbai,Grocery,Flour,Corn Flour,,,Golden Crown,Golden Crown,64199484cd0a52206cec6473,Corn Flour,kg,3,54.6,0.05,163.8,8.19,171.99,AEVAABSAAB,1
2026-04-22 00:00:00.000 +0530,Maharashtra,Mumbai,Dairy,Milk & Milk Alternatives,Oat Milk,,,Milk Food,unbranded,6847ce11c86027d9d440a788,Sweets Milk Kalakand,kg,0.5,574.73,0.05,287.37,14.37,301.74,ADKAAAIAAB,1
2026-02-18 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Spoon,,,,Unbranded,Unbranded,66a77d834d3a2d3aef9c0231,#_# Greeting Card - Sassy Teaspoon,piece,100,1,0,100,0,100,ARPAAAIAAD,1
2026-03-17 00:00:00.000 +0530,Rajasthan,Jaipur,Grocery,"Masala, Salt, Sugar & Spices",Spices,Big Fennel (Saunf),,Unbranded,Unbranded,5fdb396b5ba9be4b584ee99f,Kcco Tray Big ,piece,2009,8.75,0.05,17578.75,878.94,18457.69,AIHAAAIAAA,1
2026-01-21 00:00:00.000 +0530,Karnataka,Bengaluru,Kitchen Equipments,Ripple Glass,,,,Pepsi,PEPSI,68a9bbcbbeb5ef5bba9bf807,SPRITE 250ML,piece,280,18.05,0,5054,0,5054,COCAATEBAA,1
2026-02-11 00:00:00.000 +0530,Haryana,Gurugram,Groceries,Spices,,,,Unbranded,Unbranded,61f7aa63a3342e1c94a94403,KESAR,kg,100,266.6675,0.05,26666.75,1333.34,28000.09,CBXAAAIAAA,1
2026-04-18 00:00:00.000 +0530,Uttar Pradesh,Noida,Grocery,"Masala, Salt, Sugar & Spices",Seasoning,Peri Peri Seasoning,,,Unbranded,626bc968bb91003cd52d46a3,CARRY BAG 500GM,piece,1587,21.5,0.05,34120.5,1706.03,35826.53,AHKAADRAAA,1
2026-01-14 00:00:00.000 +0530,Tamil Nadu,Chennai,Housekeeping,Cleaner,Toilet Cleaner,,,Harpic,Ovenfresh,6713f3ec0b4e39b47c8b8332,HARPIC LIQUID,litre,5,130,0.18,650,117,767,APUAAFLAAA,1
2026-03-30 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Dry Fuits, Nuts & Seeds",Peanut,,,Cookie Man,unbranded,6656fb7a58d14900590119f1,#_# The Godfather (Reeses peanut butter cup) Cookie Dough - Cookie Cartel,piece,8,1,0,8,0,8,AEKAAAIAAC,1
2026-04-30 00:00:00.000 +0530,Haryana,Gurugram,Housekeeping,Mop,Dry Mop,,,Unbranded,Unbranded,627111f80a423302f565c458,DRY ICE,kg,12,35,0,420,0,420,APGAAAIAAA,1
2026-02-06 00:00:00.000 +0530,Maharashtra,Mumbai,Prepared Food,Ready to Cook,,,,Unbranded,unbranded,6656fb8558d14900590148b1,#_# PMK Veg Hakka Noodles 250gm - Prasuma,piece,1,39.29,0,39.29,0,39.29,AJRAAAIAAA,1
2026-01-16 00:00:00.000 +0530,Rajasthan,Jaipur,Others,,,,,Unbranded,Unbranded,5fdb396b5ba9be4b584eeb57,Gud,kg,1,56,0,56,0,56,AJNAAAIAAA,1
2026-02-28 00:00:00.000 +0530,Maharashtra,Mumbai,Fresh Produce,Fruits & Vegetables,Vegetables,Beans,French Beans,Unbranded,Unbranded,675d84bc6b876e02fac37d49,#_# French Vanilla (100 ml) - Go Zero,piece,12,1,0,12,0,12,CAGAAAIAAA,1
2026-04-28 00:00:00.000 +0530,Maharashtra,Vikhroli West,Ready to Eat,Vanilla Ice Cream,,,,Unbranded,unbranded,6656fb7f58d1490059012e49,#_# Classic Vanilla Minis Sugar Free Ice cream [09 pieces] - Noto,piece,2,255.6,0,511.2,0,511.2,COMNAAZAAA,1
2026-03-13 00:00:00.000 +0530,Uttar Pradesh,Noida,Grocery,Flour,All Purpose Flour,,,Unbranded,Unbranded,63720cff0790ab8e9efa0c0b,PLASTIC DIP BOWL 50 ML,piece,1000,0.7,0.18,700,126,826,AETAAAIAAB,1
2026-04-12 00:00:00.000 +0530,Haryana,Gurugram,Kitchen Equipments,SS GN Pan 1/3 (325mm x 176mm) 100 MM Deep,,,,Unbranded,Unbranded,66694d4a16ccb1f61707af74,SS GN PAN 1/3 100 MM,piece,22,412,0.05,9064,453.2,9517.2,CNUUATEBAE,1
2026-04-21 00:00:00.000 +0530,Kerala,Kochi,Grocery,"Masala, Salt, Sugar & Spices",Masala,White Pepper Powder,,Unbranded,unbrand,63cfa4b1d8bc5df673872820,White Envelope Cover,piece,50,1.2,0.18,60,10.8,70.8,AHBAAAIAAA,1
2026-01-22 00:00:00.000 +0530,Gujarat,Ahmedabad,Fruits & Vegetables,Vegetables,Alliums,,,Unbranded,Unbrand,64199484cd0a52206cec6603,Leeks,kg,0.2,180,0,36,0,36,CCLAAAIAAA,1
2026-01-15 00:00:00.000 +0530,Haryana,Gurugram,Grocery,"Masala, Salt, Sugar & Spices",Masala,Sumac Powder,,Unbranded,Unbranded,67b9b8f96a296f5b053362cb,NATURESMITH PAPRIKA POWDER 60GM,piece,1,141.9,0.05,141.9,7.1,149,AGZAAICAAA,1
2026-03-31 00:00:00.000 +0530,Haryana,Gurugram,Fresh Produce,Fruits & Vegetables,Vegetables,Beans,French Beans,Unbranded,Unbranded,61f7aa64a3342e1c94a9451f,FRENCH FRIES,kg,25,142.8572,0.05,3571.43,178.57,3750,CAGAAAIAAA,1
2026-01-21 00:00:00.000 +0530,Haryana,Gurugram,Packaging,"Non - Veg Logo Thermal 3""4",,,,Unbranded,Unbranded,69147815edabb90694b9124e,Poly Veg logo1500&#215;23,piece,20000,0.604,0.18,12080,2174.4,14254.4,CNJAAAIAA,1
2026-03-16 00:00:00.000 +0530,Haryana,Gurugram,Groceries,Staples,Flour,,,Rajdhani,RAJDHANI,5d6e27598a61566e1e064aa1,BESAN,kg,1,115,0.05,115,5.75,120.75,AEWAAEGAAE,1
2026-04-25 00:00:00.000 +0530,Delhi,Delhi,Housekeeping,Hand Sanitizer,,,,Unbranded,unbranded,65c078e5e0f65923488d10cf,Hand Sanitizer,litre,25,90,0.18,2250,405,2655,APOAABMAAA,1
2026-04-24 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Kitchen Roll,,,,Unbranded,unbranded,65c0d0c57e75e86fb4447700,Cutlery Basket,piece,1,542,0.18,542,97.56,639.56,ARUAAAIAAA,1
2026-04-16 00:00:00.000 +0530,Delhi,New Delhi,Packaging,Tape,,,,Unbranded,Unbranded,60548692e7c50e7a1bda9402,PAPER CUP ( TEA WATER ETC),piece,1,60,0.18,60,10.8,70.8,ASFAAAIAAD,1
2026-04-21 00:00:00.000 +0530,Karnataka,Bengaluru,Dairy,Milk & Milk Alternatives,Oat Milk,,,Unbranded,UNBRANDED,65eedae91f6f494975fb7ea6,NOTEBOOK LONG 200 PAGES,piece,10,36,0.05,360,18,378,ADKAAAIAAA,1
2026-02-04 00:00:00.000 +0530,Maharashtra,Pune,Groceries,Staples,Rice,,,How How Rice,unbranded,67d27ee219e01b2aa22c1edc,Rice Dosa (Ponni),kg,0,35,0.05,0,0,0,AEXAAAIAAA,1
2026-02-05 00:00:00.000 +0530,Maharashtra,Mumbai,Grocery,"Masala, Salt, Sugar & Spices",Spices,Fenugreek Leaves (Kasturi Methi),,Unbranded,Unbranded,6840185d3898d1850b7b4754,#_# Kesar Peda 500gms - Genda Phool,piece,1,1,0,1,0,1,AIRAAAIAAA,1
2026-02-20 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Stickers,,,,Unbranded,Unbranded,65e5935b0e9ab3fe1941bc8a,XO Sauce Sticker,piece,720,1.267,0.18,912.24,164.2,1076.44,ASCAAAIAAA,1
2026-01-23 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Fruits,Raw Mango,,Unbranded,unbranded,64256b23984c5126dfb58b68,Dry Fruits Pista Whole,kg,8,2200,0.05,17600,880,18480,CHUAAAIAAA,1
2026-04-09 00:00:00.000 +0530,Karnataka,Bengaluru,Beverages,Coffee,Coffee Powder,,,Cothas Coffee,unbranded,65c0d0ca7e75e86fb44485c4,Bru Coffee 500g,packet,1,662,0.05,662,33.1,695.1,AAEAAAIAAA,1
2026-02-28 00:00:00.000 +0530,Haryana,Gurugram,Fresh Produce,Fruits & Vegetables,Vegetables,Root Vegetables,Yam,Unbranded,unbranded,66c85fdba9ce8204519f8eb5,Hummus,kg,1,358,0.05,358,17.9,375.9,CDLAAAIAAA,1
2026-01-26 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Lotus Stem,,,,Lotus,Unbranded,685e262b24ce0efbaa07fc59,Lotus Flour,kg,7,213.021,0,1491.15,0,1491.15,CNTXAAIAAA,1
2026-01-19 00:00:00.000 +0530,Maharashtra,Pune,Grocery,Oil & Fats,Olive Oil,Pomace Olive Oil,,San Marzano,San Marzano,68b993223a8a23f8e95ff205,San Marzano - Pomace Olive Oil,litre,24,400,0.05,9600,480,10080,AKAAAKFAAA,1
2026-02-20 00:00:00.000 +0530,Tamil Nadu,Chennai,Dairy,Cheese,,,,Fresh 2 Go,Ovenfresh,671409f6b53498b433471353,BREAD COVER 2,kg,60,152,0.18,9120,1641.6,10761.6,ACXAAFHAAA,1
2026-03-07 00:00:00.000 +0530,Tamil Nadu,Chennai,Dairy,Processed Milk,Milk Powder,,,Unbranded,Unbranded,65b8e7526eab0446c9ca3f23,Nestle Milk Powder 1KG,kg,4,580.95,0.05,2323.8,116.19,2439.99,ADIAACXAAA,1
2026-02-27 00:00:00.000 +0530,Maharashtra,Mumbai,Packaging,Box,Pastry Box,,,GA,GAW,6641c93ff1e6030fb0fdd989,Cassata - 125ml,piece,720,40.5,0.05,29160,1458,30618,ARDAALTAAA,1
2026-03-11 00:00:00.000 +0530,Karnataka,Bengaluru,Fruits & Vegetables,Vegetables,,,,Unbranded,unbranded,6836a8f0cba63dcbf2916fd1,UH GREEN CAPSICUMWHOLE CLEANEDCRATE,kg,6,45,0,270,0,270,CBNAAAIAAA,1
2026-03-24 00:00:00.000 +0530,Karnataka,Bengaluru,Housekeeping,Scrubber,,,,Unbranded,unbrand,63cfa4b1d8bc5df673872714,Classic Ice Burst 10 Nos,packet,20,158.571429,0.4,3171.43,1268.57,4440,APRAAAIAAD,1
2026-03-18 00:00:00.000 +0530,Goa,Panaji,Others,,,,,Unbranded,unbranded,66c84ce6cda2b0403c3f0de1,Mustard Seed,kg,2,100,0.05,200,10,210,AIXAAAIAAA,1
2026-04-15 00:00:00.000 +0530,Delhi,Delhi,Packaging,Sealing Roll,,,,Unbranded,unbranded,65c078e3e0f65923488d0a8f,Roll Sleeve Red,piece,20000,1.7,0.05,34000,1700,35700,ARZAAAIAAA,1
2026-01-08 00:00:00.000 +0530,Tamil Nadu,Chennai,Grocery,Pulse,Black Gram (Urad Dal),,,Unbranded,Unbranded,65f292aa6769f36a41c662cb,Cookies Caramel 6kg ( Mec3-14772),piece,1,11435,0.18,11435,2058.3,13493.3,AKUAAAIAAB,1
2026-04-30 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Vegetables,Small Onion Peeled,,Unbranded,Unbranded,67ec2fdfd5bdd090232f4008,River Sole Fillet,kg,5,450,0,2250,0,2250,CIHAAAIAAA,1
2026-04-08 00:00:00.000 +0530,Haryana,Gurugram,Housekeeping,Liquid Soap,,,,Unbranded,Unbranded,6889df96c5814af9c1618884,HOLLO MAT3125*5,piece,2,1250,0.18,2500,450,2950,APSAAAIAAA,1
2026-03-04 00:00:00.000 +0530,Maharashtra,Thane,Housekeeping,Micro Fibre Cloth,,,,Unbranded,Unbranded,602fba3763525d4b84a5dab5,Cotton BBK Apron,piece,0,145,0.05,0,0,0,APEAAAIAAA,1
2026-02-23 00:00:00.000 +0530,Maharashtra,Pune,Packaging,Container,,,,Unbranded,unbranded,65c1ff681e92ef3ceb97043d,CC CONTAINER - 375ML,piece,1500,2.6,0.18,3900,702,4602,ARMAAAIAAC,1
2026-02-04 00:00:00.000 +0530,Rajasthan,Jaipur,Fruits & Vegetables,Vegetables,Root Vegetables,,,Unbranded,Unbranded,5fdb396b5ba9be4b584eecb7,Adrak / Ginger,kg,1.75,82,0,143.5,0,143.5,CCIAAAIAAA,1
2026-01-17 00:00:00.000 +0530,Maharashtra,Mumbai,Printing & Stationary,Stapler Pin,,,,Unbranded,unbranded,6656fb9058d14900590185c2,#_# Stapler,piece,1,53.1,0.12,53.1,6.37,59.47,BYGAAAIAAA,1
2026-02-24 00:00:00.000 +0530,Uttar Pradesh,Ghaziabad,Fresh Produce,Fruits & Vegetables,Vegetables,Leafy Vegetables,Curry Leaves,Unbranded,Unbranded,61613d0b03cc550db82e7886,Curry Patta,kg,0.5,32,0,16,0,16,CCCAAAIAAA,1
2026-02-08 00:00:00.000 +0530,Haryana,Gurugram,Packaging,Box,Momo Box,,,Unbranded,unbranded,63ef49813b81b4c444c77764,Termocool morded box,piece,68,245,0.18,16660,2998.8,19658.8,ARCAAAIAAA,1
2026-01-07 00:00:00.000 +0530,Maharashtra,Mumbai,Groceries,Snacks & Confectionery,,,,Unbranded,unbranded,6656fb7d58d1490059012801,#_# Cacao Crispy - Ether,piece,3,419.4,0,1258.2,0,1258.2,AEXAAAIAAA,1
2026-02-18 00:00:00.000 +0530,Karnataka,Bengaluru,Fresh Produce,Fruits & Vegetables,Vegetables,Palak Fresh,,Unbranded,unbranded,64256b23984c5126dfb5891c,Cake Saver,piece,15000,1.2,0.18,18000,3240,21240,CCXAAAIAAA,1
2026-01-13 00:00:00.000 +0530,Uttar Pradesh,Indirapuram,Dairy,Milk & Milk Alternatives,Oat Milk,,,Milk Food,Unbranded,61a113aa7d3b8a2464f4da5c,Milk ( Full Cream ),litre,8,67,0,536,0,536,ADKAAAIAAB,1
2026-02-05 00:00:00.000 +0530,Delhi,New Delhi,Housekeeping,Hair Cap,,,,Mathew Teisure,MINUS 30,65ba3ecaea27d93dea87b9f9,Hair Net,piece,100,70,0.05,7000,350,7350,AOQAAMVAAA,1
2026-01-11 00:00:00.000 +0530,Haryana,Gurugram,Breads & Bakery,Bakery,Almond Biscotti,,,Food Basket,Base Kitchen,663b8c03d2e9498933bc1e8c,Almond biscotti (1pcs),piece,13,8,0.05,104,5.2,109.2,ANIAADRAAA,1
2026-02-11 00:00:00.000 +0530,Telangana,Hyderabad,Fresh Produce,Fruits & Vegetables,Fruits,Raw Mango,,Unbranded,Unbranded,656f0150037e9299fbc86182,Dark Chocolate Paste-NAS,kg,1049,430,0.05,451070,22553.5,473623.5,CHUAAAIAAA,1
2026-04-13 00:00:00.000 +0530,Haryana,Gurugram,Packaging,Stickers,,,,Unbranded,Unbranded,6593da9012344a3a16058638,DAL MAKHANI STICKERS,piece,32000,0.12,0,3840,0,3840,ASCAAAIAAA,1
2026-03-21 00:00:00.000 +0530,Gujarat,Vadodara,Fresh Produce,Fruits & Vegetables,Vegetables,Mint,,Unbranded,Unbranded,688331c69f92c2b944e89b1f,Mini Button Bhakarwadi,kg,10,130,0.05,1300,65,1365,CDQAAAIAAA,1
2026-03-09 00:00:00.000 +0530,Kerala,Kochi,Grocery,Rice & Grains,Rice,Basmati Rice,Golden Sella Basmati Rice,How How Rice,unbranded,65c0d0b47e75e86fb4445d1d,Thai Jasmine Rice 2kg pkt MBK,packet,10,560,0.05,5600,280,5880,ALYAAAIAAA,1
2026-04-06 00:00:00.000 +0530,Karnataka,Bengaluru,Grocery,Pulse,Chaap,,,Unbranded,unbranded,65c0d0bb7e75e86fb4446f53,Plastic Packing Cover Thick   12*16,kg,1,220,0.18,220,39.6,259.6,AKVAAAIAAA,1
2026-01-14 00:00:00.000 +0530,Maharashtra,Vasai-Virar,Breads & Bakery,Cheese Cake,,,,,GAW,67b2cc336ecfdd99f06edd94,Keto Blueberry Cheesecake Ice Cream - 100 ml RM,piece,27000,22.65,0.05,611550,30577.5,642127.5,CNSCAMQAAF,1
2026-01-13 00:00:00.000 +0530,Tamil Nadu,Chennai,Dairy,Cheese,Mozzarella Cheese,,,Unbranded,Unbranded,65f294cc320100a700a5492c,Pesto Pistachio 2.5kg (Mec3-14755),piece,1,14904.48,0.12,14904.48,1788.54,16693.02,ACUAAAIAAA,1
2026-01-18 00:00:00.000 +0530,Haryana,Gurugram,Groceries,Staples,Flour,,,Unbranded,Unbranded,61f7aa64a3342e1c94a94807,MAKKI ATTA,kg,100,45.718,0.05,4571.8,228.59,4800.39,AEVAAAIAAB,1
2026-03-19 00:00:00.000 +0530,Karnataka,Bengaluru,Packaging,Stirrer,,,,Unbranded,Unbranded,68db8926d3be749c8061bced,Chest Freezer Capacity - 500 Ltr - 1060*700*840,piece,1,25380,0.18,25380,4568.4,29948.4,ASDAAAIAAA,1
