title,label,brandname,confidence,verdict,phase,status,reasoning_s1,reasoning_s2,p_agree_s1,p_agree_s2,flags
Rice flour Vijay 1KG-SNACC,Branded,Vijay,0.5,,2,review,"The title contains two candidate brand tokens: 'Vijay' and 'SNACC'. 'Vijay' appears mid-title as a qualifier to 'Rice flour', occupying the brand/maker slot — it is a proper noun used to identify a specific producer or brand of rice flour, not a generic Hindi/Tamil/Telugu word for the product itself (vijay means 'victory' in Sanskrit-derived languages, but here it functions as a brand identifier for the product). 'SNACC' appears in the trailing '- X' suffix slot, which in this catalog typically denotes the seller name; 'SNACC' is an unrecognized token that could be a seller/platform name (morphology-based inference, not recalled knowledge). Between the two, 'Vijay' is the primary brand name printed on the product itself (inline brand), while SNACC is likely the seller. The product is branded under 'Vijay'. '1KG' is a pack-size descriptor. 'Rice flour' is the generic commodity name.",,0.0003,,likely_wrong;morphology_guard;stage2_error
Outer Bag SOS 70 GSM - Snacc,Branded,Snacc,0.0,D,2,review,"The title follows the 'product description - SellerName' pattern. 'Outer Bag SOS 70 GSM' is a pure commodity/packaging descriptor (SOS = self-opening sack, 70 GSM = paper weight specification). 'Snacc' appears in the trailing '- X' suffix slot, which per catalog conventions identifies the seller or brand. 'Snacc' is an unrecognized token as a manufacturer but structurally occupies the seller/brand slot. It does not correspond to any known vernacular food word in Hindi, Tamil, Telugu, or other major Indian languages. Morphology-based inference, not recalled knowledge: the spelling 'Snacc' (double-c variant of 'snack') is consistent with a coined D2C or small-brand name style common in Indian food/packaging businesses. The structural slot evidence is sufficient to classify as Branded regardless of morphological inference.","The head phrase 'Outer Bag SOS 70 GSM' is a pure packaging specification: SOS is a standard packaging term meaning Self-Opening Sack/Self-Opening Square paper bag; 70 GSM is the paper grammage (grams per square meter). The only non-spec token is 'Snacc', which appears after a hyphen as a trailing suffix. In this catalog, a trailing '… - X' suffix denotes the seller/brand field, and seller names count as branded. 'Snacc' is an unrecognized token as a packaging attribute or standard (it is not a size, material, color, ply, or GSM/grade term), so its role is best explained as the seller/brand identifier in that suffix slot. Therefore the item is Branded with brand/seller 'Snacc'. Unrecognized token: no owner recalled.",0.0,0.0,likely_wrong;likely_wrong_s2
Long Note Book 200 Pgs Chandras SB,Branded,Chandras,0.5,,2,review,"The title follows the pattern 'product description - seller/brand name' where 'Chandras' occupies the trailing brand/seller slot after the product description 'Long Note Book 200 Pgs'. 'SB' likely stands for 'Spiral Bound' or is a SKU suffix, not a brand. 'Chandras' is a proper noun (a name derived from 'Chandra', a common Indian personal/family name) appearing in the seller/brand position. It is not a generic product word or vernacular commodity term. While I cannot recall a nationally famous stationery brand called 'Chandras', it fits the pattern of a small/local stationery brand or seller name. Morphology-based inference: the possessive/brand-style suffix '-s' on a proper noun 'Chandra' is consistent with a brand or seller identity. Per catalog rules, a seller name in a trailing slot counts as branded.",,0.0,,likely_wrong;stage2_error
Twinning Lemon Tea,Unbranded,NA,0.0601,D,2,review,"Twinings is a well-known British tea brand owned by Associated British Foods, founded in 1706. It produces a popular Lemon Tea variant. The title 'Twinning Lemon Tea' is a phonetic/spelling variant of 'Twinings' — the double-N spelling is a common misspelling of the brand name seen in Indian B2B catalogs. 'Lemon Tea' is the product descriptor. The brand identifier occupies the head-noun slot of the title. This is a recalled fact about a globally recognized brand, not a morphology-based inference.","Structure: 'Twinning' (head token) + 'Lemon Tea' (generic product descriptor). 'Lemon Tea' is a common beverage/flavor description, not a brand. 'Twinning' is an English gerund/noun meaning the act/process of forming twins or pairing; it is not a verified brand token here (unrecognized token). The well-known tea brand is 'Twinings' (with final s), owned by Associated British Foods; this title spells 'Twinning' without the s. Mapping 'Twinning' to 'Twinings' would be morphology-based inference, not recalled knowledge. No seller suffix pattern ('- X') is present. Therefore, no verifiable brand identifier appears in the title.",0.0,0.0601,likely_wrong;morphology_guard;likely_wrong_s2
COKE CANE,Branded,Coke (The Coca-Cola Company),0.0004,D,2,review,"COKE is a globally recognized trademark owned by The Coca-Cola Company, registered and actively used worldwide including in India. 'Coke' is not a generic food/beverage word in any Indian vernacular language; it is a brand name for Coca-Cola's flagship cola beverage. 'CANE' here refers to the packaging format — a can (colloquially/phonetically rendered as 'cane' in some Indian catalog entries) — which is a descriptor for the container type. The head brand token is COKE, which unambiguously identifies the product as manufactured and marketed by The Coca-Cola Company. This is a recalled fact, not morphology-based inference.","The lead token COKE is the trademark and brand name used for The Coca-Cola Company’s flagship cola beverage (owner: The Coca-Cola Company; globally and in India). This is a well-known, registered brand for a carbonated soft drink, not a generic food/beverage term. The second token CANE does not correspond to any recognized beverage brand here; it plausibly denotes pack type ‘can’ via a misspelling (morphology-based inference, not recalled knowledge). Regardless, the explicit brand token COKE in the title identifies a specific manufacturer/brand, satisfying the catalog’s Branded criterion.",0.9975,0.0004,morphology_guard;likely_wrong_s2
DAILY FRESH SPROUTED PESARATTU BATTER POUCH 1/2KG,Branded,Daily Fresh,0.5,,2,review,"DAILY FRESH is a branded product line/label appearing in Indian retail and food-service markets for fresh, ready-to-use batters and similar convenience food products. It occupies the head-noun/brand-name slot at the start of the title, preceding the product descriptor 'SPROUTED PESARATTU BATTER POUCH 1/2KG'. PESARATTU is a Telugu/South Indian green-moong crepe — a vernacular food word, not a brand. SPROUTED PESARATTU BATTER POUCH 1/2KG is the product description and pack-size specification. DAILY FRESH functions as the identifying brand/seller name distinguishing this product from generic pesarattu batter; it is not a generic descriptor. Multiple Indian fresh-food brands and regional sellers use 'Daily Fresh' as a trade name for chilled/fresh food SKUs. Conclusion: BRANDED under DAILY FRESH.",,0.0293,,likely_wrong;stage2_error
Butter Croissant-Snacc,Branded,Snacc,0.0,D,2,review,"The title follows the 'product - seller/brand' pattern: 'Butter Croissant' is the product description (a standard bakery item), and 'Snacc' occupies the trailing suffix slot after the hyphen, indicating a seller or brand name. 'Snacc' is not a standard English, Hindi, or other Indian vernacular word for any food item or commodity — it is a stylized spelling of 'snack' used as a brand/seller identity. Unrecognized token as a registered national brand, but the structural slot and stylized spelling are consistent with a D2C or small bakery brand name (morphology-based inference, not recalled knowledge). The product itself (butter croissant) is a generic bakery item, so 'Snacc' is the only candidate brand element, and its position in the trailing slot confirms it as the brand/seller identifier.","Butter Croissant is a generic bakery item (commodity pastry), so any brand cue must be elsewhere. The token Snacc appears after a hyphen in a trailing suffix slot (Product - X pattern), which this task treats as a seller/brand indicator. Snacc is not the commodity name nor a pack/size/code; it resembles the internet-slang spelling of snack (double-c), not a standard food term in Indian vernaculars. Unrecognized token as a known national brand; treating it as a seller/brand based on its structural position in the title (morphology-based inference, not recalled knowledge). Per rule: a seller name in the trailing -X slot counts as branded.",0.0,0.0,likely_wrong;morphology_guard;likely_wrong_s2
Q-com Teacake Blister Tray,Unbranded,NA,0.1824,D,2,review,"The token 'Q-com' occupies the leading position in the title, functioning as the manufacturer/brand identifier for the product 'Teacake Blister Tray'. 'Teacake' is a generic baked-goods term (a small, flat, sweet cake or biscuit), and 'Blister Tray' is a generic packaging descriptor. 'Q-com' is not a vernacular food word in any Indian language; it is a coined alphanumeric label consistent with a brand or manufacturer name. While I cannot recall a specific corporate owner or registration for 'Q-com' in the Indian food/packaging sector, the structural slot it occupies (leading modifier before a generic product noun) is the canonical brand position in this catalog's naming convention. Morphology-based inference, not recalled knowledge — but the structural slot evidence is strong: a non-generic, non-vernacular token in the leading brand slot.","Tokens parsed: 'Teacake' is a generic baked-goods term; 'Blister Tray' is a standard packaging descriptor (thermoformed blister tray), both non-brands. 'Q-com' is an unrecognized token; I cannot cite a specific maker/brand owner for it. In Indian retail the term 'Q‑commerce' (quick commerce, 10–30 minute delivery via players like Blinkit/Zepto) is a widely used industry/channel descriptor; 'Q‑com' plausibly abbreviates this channel tag rather than a producer name (morphology/industry-term inference, not recalled brand registration). The title provides no identifiable manufacturer/seller brand and no trailing '– seller' slot. Therefore the product reads as a generic packaging item without a brand name.",0.0,0.1824,likely_wrong
#_# Big Bag - Stroopie,Branded,Stroopie,0.0,D,2,review,"The title follows the pattern 'Product - SellerName', where 'Big Bag' is the product descriptor and 'Stroopie' occupies the trailing seller/brand slot after the dash. 'Stroopwafel' or 'Stroopie' is a Dutch caramel waffle cookie; however, 'Stroopie' here is not being used as a generic product word — the product is described as 'Big Bag', not 'Stroopie'. The word 'Stroopie' in the suffix slot functions as a brand or seller identifier per the catalog's structural convention. Unrecognized token as a globally known brand, but the structural slot (trailing '- X' position) identifies it as a brand/seller name rather than a product descriptor. Morphology-based inference partially applies, but the structural slot assignment is the primary evidence.","The title follows the catalog’s 'product - X' pattern: 'Big Bag' is a generic packaging/size descriptor and the hyphen-delimited trailing token 'Stroopie' occupies the seller/brand slot. Per the task definition, a seller name in the trailing 'product - X' slot counts as branded. 'Stroopie' is an unrecognized token (not recalled as a generic Indian commodity term); even if it were a food word, the brief explicitly notes that food words used as seller names in the '- X' suffix still count as branded. Therefore, classify as Branded with brand/seller name 'Stroopie'.",0.0,0.0,likely_wrong;likely_wrong_s2
DV Grenadine Syrup 750 ml,Branded,DV,0.5,,2,review,"The title begins with the token 'DV' which occupies the brand/maker slot before the product descriptor 'Grenadine Syrup 750 ml'. 'Grenadine Syrup' is a standard pomegranate-flavoured bar syrup — a generic product category. 'DV' is not a vernacular word in any Indian language, nor is it an internal code pattern; it is a two-letter initialised brand identifier. DV (also seen as 'DaVinci' or other house brands in the bar-syrup segment) functions as the manufacturer/brand name here. Specific ownership: unrecognized token beyond being a brand abbreviation in the beverage syrup space — morphology-based inference, not recalled knowledge for the full owner name — but the structural position (leading abbreviation before product noun) and non-vernacular, non-generic nature of 'DV' confirm it is a brand identifier, not a descriptor.",,0.0,,likely_wrong;morphology_guard;stage2_error
#_# Frozen Chonk O Rocher - Chonkers,Branded,Chonkers,0.0,D,2,review,"The title follows the 'product - seller/brand' pattern: 'Frozen Chonk O Rocher' is the product description (a frozen chocolate/hazelnut confection styled after Ferrero Rocher), and 'Chonkers' occupies the trailing '- X' suffix slot, which per catalog rules counts as a brand/seller name. 'Chonkers' is not a standard English, Hindi, or other vernacular food word; it appears to be a coined trade name for a seller or brand line. 'Chonk O Rocher' is a playful portmanteau/pun name for the product itself, not a standalone brand. The seller/brand identifier is 'Chonkers' in the suffix position. Unrecognized token as a nationally known brand — morphology-based inference, not recalled knowledge — but the structural slot (trailing '- X') is sufficient to classify as Branded per catalog rules.","The title is in the catalog’s 'product - X' structure: 'Frozen Chonk O Rocher' (product description) followed by ' - Chonkers' (trailing seller/brand slot). Per the stated rule, a seller name in the trailing 'product - X' slot counts as branded. 'Chonkers' is an unrecognized token to me (not recalled as a national brand) and is not a generic commodity/unit/packaging word or common Indian vernacular food term. The lead phrase begins with 'Frozen' (an adjective), which supports it being a product descriptor rather than a maker. Classification is based on the structural slot; any brand recognition beyond that is morphology-based inference, not recalled knowledge.",0.0,0.0,likely_wrong;morphology_guard;likely_wrong_s2
tanquery gin 750,Branded,Tanqueray (Diageo),0.5,,2,review,"Tanqueray is a well-known London Dry Gin brand founded in 1830 by Charles Tanqueray in London, England. It is currently owned by Diageo plc, one of the world's largest spirits companies. The title 'tanquery gin 750' is a phonetic/spelling variant of 'Tanqueray' — the 750 refers to the 750ml bottle size. The product is clearly a specific branded spirit, not a generic commodity gin. Tanqueray is sold globally including in Indian premium liquor markets.",,0.1824,,stage2_error
White sesame Seeds 100G - Sancc,Branded,Sancc,0.0,D,2,review,"The title follows the 'product description - SellerName' pattern common in this catalog. 'White sesame Seeds 100G' is a pure commodity description with a weight specification. 'Sancc' occupies the trailing '- X' suffix slot, which per catalog conventions identifies the seller or brand. 'Sancc' is not a known vernacular word in Hindi, Tamil, Telugu, or other major Indian languages meaning sesame or any related food term — it does not function as a product descriptor. It is an unrecognized token as a globally famous brand, but structurally it sits in the seller/brand slot. Morphology-based inference, not recalled knowledge: the token 'Sancc' has no dictionary meaning and no commodity sense, making it most plausibly a seller or brand identifier. Therefore the product is classified as Branded with 'Sancc' as the brand/seller name.","The title is structured as a generic product description with pack size followed by a hyphen and a trailing token: 'White sesame Seeds 100G - Sancc'. In this catalog, a seller name in the trailing 'product - X' slot counts as branded. 'White sesame Seeds 100G' is a pure commodity descriptor with a weight (100G). The suffix 'Sancc' occupies the post-hyphen slot and is not a unit, grade, or internal code. It is also not a known vernacular term for sesame (common names include til in Hindi/Marathi, ellu in Tamil/Kannada/Malayalam, nuvvulu in Telugu). 'Sancc' is an unrecognized token as a commodity word; morphology-based inference, not recalled knowledge: its proper-noun-like form indicates a seller/brand identifier. Therefore classify as Branded with brand/seller 'Sancc'.",0.0,0.0,likely_wrong;likely_wrong_s2;morphology_guard
Tastecraft Pistachio Flavoured Syrup 750ml,Branded,Tastecraft,0.0,D,2,review,"The title begins with 'Tastecraft', which occupies the brand/maker slot before the product descriptor 'Pistachio Flavoured Syrup 750ml'. 'Tastecraft' is not a generic English word, a vernacular food term, or an internal code — it is a coined compound (Taste + Craft) functioning as a proprietary brand name. It appears as a food-service ingredient brand selling flavoured syrups. While I cannot recall a detailed corporate ownership history, 'Tastecraft' is an unrecognized token used as a brand identifier in this catalog context; noting this is partially morphology-based inference, the structural position (leading the title before the product description) strongly supports it being a brand name rather than a descriptor. No vernacular meaning is known for 'Tastecraft' in any Indian language.","Token-by-token structure: 'Tastecraft' (leading token) + 'Pistachio Flavoured Syrup' (generic product/variant) + '750ml' (pack size). In B2B catalog titles the leading slot is the brand/maker; flavor and pack size are descriptive, not brands. 'Tastecraft' is an unrecognized token to me (no recalled owner), not a commodity word, not a vernacular food/household term, and not a unit or internal code. There is no trailing '- seller' pattern; the only plausible brand indicator present is the initial 'Tastecraft'. Conclusion: Branded with brand name 'Tastecraft' (structural-position evidence; morphology-based inference, not recalled knowledge).",0.9046,0.0,morphology_guard;likely_wrong_s2
#_# Eggless Chocolate Chip Pound Cake - Sweetish,Branded,Sweetish,0.0,D,2,review,"The title follows the 'product - SellerName' pattern where 'Sweetish' occupies the trailing suffix slot after the dash. 'Sweetish' is a D2C bakery/dessert brand operating in India (Sweetish House Mafia is a known Indian dessert brand; 'Sweetish' alone is also used as a brand name by small Indian bakery sellers on B2B/B2C platforms). The product descriptor 'Eggless Chocolate Chip Pound Cake' is a standard bakery product description with no brand indicators. The dash-separated suffix slot is a structural marker in this catalog for seller/brand attribution. Even if 'Sweetish' were an unrecognized token, it does not correspond to any known vernacular food word in Hindi, Tamil, Telugu, or other Indian languages — it is an English-derived coined word used as a brand identifier. Conclusion: BRANDED, brand name is Sweetish.","The title follows this catalog’s pattern 'product - X' where the trailing dash-suffix token denotes the seller/brand; here, 'Sweetish' appears in that slot. The head phrase 'Eggless Chocolate Chip Pound Cake' is a generic bakery product description (commodity item, no manufacturer named). 'Sweetish' is an unrecognized token as a manufacturer in my knowledge; while it is an English adjective meaning 'slightly sweet', its placement as the dash-suffix field indicates a seller/brand, not a flavor note. Per the catalog rule that a seller name in the trailing '- X' slot counts as branded, this is Branded with brand/seller 'Sweetish'.",0.4378,0.0,likely_wrong_s2
Mozzarella Cheese - Flanders,Branded,Flanders,0.0,D,2,review,"The title follows the 'product - seller/brand' pattern where 'Flanders' occupies the trailing suffix slot, identifying a specific maker or seller. 'Mozzarella Cheese' is the product descriptor (a well-known Italian-origin fresh cheese). 'Flanders' is a recognized brand name in the Indian dairy/cheese segment; Flanders is a cheese brand operating in India that produces mozzarella and other dairy products. The word 'Flanders' is also a geographical region in Belgium, but in this catalog context it functions as a brand identifier in the seller/brand suffix slot, not as a generic descriptor. No vernacular or commodity meaning attaches to 'Flanders' as a food product word. The structural slot ('product - X') and the proper noun nature of 'Flanders' both confirm this is a branded product.","The head phrase 'Mozzarella Cheese' is a generic product descriptor (mozzarella is a well-known Italian cheese style, not a brand). The trailing ' - Flanders' fits the common catalog pattern 'product - seller/brand', where the suffix is a proper-noun identifier. 'Flanders' is a geographic proper noun (a region in Belgium) and not the name of any cheese variety, SKU unit, or internal code, so within this slot it functions as a seller/brand identifier. I do not recall specific brand ownership details for 'Flanders' here—this is morphology-based inference, not recalled knowledge—but a seller name in the trailing '- X' slot counts as branded per catalog conventions.",0.3208,0.0,likely_wrong_s2;morphology_guard
Monin Peach Syrup,Branded,"Monin (Monin S.A.S., France)",1.0,A,2,review,"MONIN is a well-known French flavoring syrup brand founded in 1912 by Georges Monin in Bourges, France. The company, Monin S.A., produces a wide range of flavored syrups, sauces, and purees sold globally in food-service and retail channels. 'Peach Syrup' is the product descriptor (flavor + product type), while 'Monin' occupies the brand-name slot at the head of the title. The brand is widely distributed in India through authorized importers and is stocked by major hotel and café chains. This is a recalled fact, not a morphology-based inference.","'Monin' is a well-known flavoring syrup brand owned by the French company Monin S.A.S., founded in 1912 by Georges Monin in Bourges, France. The company manufactures beverage syrups across many flavors (e.g., fruit, vanilla, caramel). In the title, 'Monin' is the leading token and functions as the brand/manufacturer identifier, while 'Peach Syrup' is the generic flavor + product descriptor. These are recalled, verifiable facts about the brand; not a morphology-based inference.",1.0,1.0,morphology_guard
#_# Cone - Dark Chocolate [ 120 ml ] - Getaway,Branded,Getaway,0.0,D,2,review,"The title follows the catalog pattern 'product - SellerName', where 'Getaway' occupies the trailing seller/brand suffix slot after the dash. 'Cone - Dark Chocolate [120 ml]' is the product description (an ice cream cone in dark chocolate flavor, 120 ml serving). 'Getaway' is not a generic English or vernacular food word; it is a coined brand name used to identify the maker/seller of this product. While I cannot independently verify the full corporate ownership of 'Getaway' as an ice cream brand from recalled knowledge (unrecognized token as a specific registered entity), it clearly functions as a brand identifier in the structural slot reserved for seller/brand names in this catalog format. Morphology-based inference supports this, but the structural slot placement is the primary evidence.","The title is structured as a product description followed by a trailing hyphenated token: 'Cone - Dark Chocolate [120 ml] - Getaway'. In this catalog pattern, the final '- X' slot is used for the maker/seller identifier, which counts as a brand. 'Cone' (product form), 'Dark Chocolate' (flavor), and '[120 ml]' (pack size) are generic descriptors, while 'Getaway' is an English noun meaning an escape/holiday, not a commodity/food term, unit, flavor, or packaging code. Therefore its role here is to identify the specific seller/brand. Corporate ownership for 'Getaway' is not recalled (unrecognized token), but a trailing seller name still qualifies the item as branded under the rules.",0.0,0.0,likely_wrong;likely_wrong_s2
