title,label,brandname,conf_phase1,conf_phase2,verdict,status,flags,opus_label,web_findings
Twinning Lemon Tea,Branded,Twinnings,0.8499,0.0307,D,review,likely_wrong,Branded,"Here’s what the web reveals about the candidate brand/seller name **“Twinnings”** in the context of “Twinning Lemon Tea” from an Indian B2B catalog, presented factually and concisely: - **Twinings (correct spelling)** is a well‑established British tea brand founded in 1706 by Thomas Twining, now owned by Associated British Foods, offering a wide range of black, green, herbal, fruit‑infusion teas globally; their India arm—**Twinings Private Limited**—is incorporated in West Bengal (July 20, 1993), produces and sells tea products including green tea, iced tea, herbal, fruit infusions, etc., and is active and financially documented ([en.wikipedia.org](https://en.wikipedia.org/wiki/Twinings?utm_source=openai)). - The official website Twinings India features a product titled **“Green Tea – Lemon”**, confirming that lemon‑flavored green tea is indeed part of their product lineup ([twiningsindi"
Veggie Pizza Pocket,Unbranded,,0.8439,0.0311,D,review,likely_wrong,Unbranded,"I found multiple instances linking ""Veggie Pizza Pocket"" to real brands, companies, or sellers in India: - The product **ITC Master Chef Veggie Pizza Pocket** is a frozen snack manufactured in Ghaziabad (Uttar Pradesh) and marketed by Innovative Retail Concepts Private Limited, Bangalore ([bigbasket.com](https://www.bigbasket.com/pd/40141861/itc-master-chef-veggie-pizza-pocket-340-g/?utm_source=openai)). It appears in listings on BigBasket, Frugivore (Delhi NCR), Swiggy Instamart (Vadodara), Boemi, Hyperpure (Noida), and TradeIndia via SG Trading Company (Delhi) ([boemi.in](https://www.boemi.in/product-page/itc-veggie-pizza-pocket-26-pcs-1kg?utm_source=openai)). - The company **Frosty Food** features ""Veggie Pizza Pockets"" (1 kg, 26 pieces, INR 316) in its frozen-food catalogue, indicating it as one of their product lines ([frostyfood.in](https://frostyfood.in/catalouge/Frosty%20Food%20N"
Luster Dust Royal Gold,Unbranded,,0.8277,0.0373,D,review,likely_wrong,Unbranded,"Here’s what I found regarding **“Luster Dust Royal Gold”** as a brand, company, or seller in web sources: - TradeIndia lists a product titled *“Luster Dust – 5 Grams Royal Gold Powder”* sold by **HSJ Industries**, a Delhi‑based exporter/manufacturer/distributor of flavours & food additives under the brand **Kemry**. Their office is in Delhi and they manufacture various luster dust colors including Royal Gold ([tradeindia.com](https://www.tradeindia.com/products/luster-dust-royal-gold-5-gm-8078882.html?utm_source=openai)). - The “Kemry” brand appears further on a company profile showing **HSJ Industries**, located in New Delhi, which explicitly offers *Royal Gold Luster Dust* among many other shades and confectionery products ([kemry.in](https://www.kemry.in/company-profile.html?utm_source=openai)). - Another seller, **House of Indya**, lists *“Kemry 100 Pure Luster Dust Royal Gold | 5 Gm"
Mother's Day Double Chocolate Brownie box - Blinkit / Instamart,Unbranded,,0.7711,0.0385,D,review,likely_wrong,Unbranded,"I searched for “Mother’s Day Double Chocolate Brownie box – Blinkit / Instamart” and found no company or brand precisely named that. However, a very similar product appears on Swiggy Instamart under the seller listing: • “CakeZone Mother’s Day Double Chocolate Brownie” is sold by PJTJ TECHNOLOGIES PVT LTD, located in Bohra Kalan, Sohna, Gurugram (Haryana) with FSSAI number 10825005000762 ([swiggy.com](https://www.swiggy.com/instamart/p/cakezone-mother-s-day-double-chocolate-brownie-WA3R6XF3R4?utm_source=openai)). Therefore, although no brand or company exactly matches the full title “Mother’s Day Double Chocolate Brownie box – Blinkit / Instamart”, the name “CakeZone Mother’s Day Double Chocolate Brownie” corresponds to a real seller (PJTJ Technologies Pvt Ltd) operating in Gurugram, Haryana, India."
POCHA (MOP),Branded,POCHA,0.8156,0.0647,D,review,likely_wrong,Branded,"Here is what the web search reveals for the name “POCHA” in India: – Pocha Seeds Pvt. Ltd is a legitimate Indian company based in Pune (founded originally as Pestonjee P. Pocha & Sons in 1884, modern descendant established 1972) that deals in seeds, nursery plants, fertilizers, gardening tools and irrigation supplies ([en.wikipedia.org](https://en.wikipedia.org/wiki/Pocha_Seeds?utm_source=openai)). – There is a trademark application for “POCHA” filed in India (Trademark Application No. 5013131, Class 24—covering household textiles such as quilts, towels, curtains, mattress covers, etc.), owned by Sheeba India (P) Ltd and accepted & advertised by Delhi office ([indiafilings.com](https://www.indiafilings.com/search/pocha-tm-5013131?utm_source=openai)). – TradeIndia lists “Pocha” as a product (specifically a cotton floor duster) sold by Clean O Floors Pvt. Ltd., a manufacturer and supplier "
Napkin Bikkgane,Unbranded,,0.7268,0.0666,D,review,likely_wrong,Unbranded,"I found evidence of companies in India using the distinctive name “Bikkgane” (which closely matches “Napkin Bikkgane”)—though not necessarily connected to napkins: - **BIKKGANE RESTAURANTS PRIVATE LIMITED**, incorporated on December 3, 2017, is an active Delhi‑based restaurant/hospitality company located at MeFcon Plaza, Dwarka, New Delhi ([zaubacorp.com](https://www.zaubacorp.com/company/BIKKGANE-RESTAURANTS-PRIVATE-LIMITED/U55101DL2017PTC310107?utm_source=openai)). - **BIKKGANE INDUSTRIES PRIVATE LIMITED**, incorporated February 21, 2020 and also based in Delhi (Shivaji Enclave, N‑East Delhi), operates in the manufacturing of transport equipment ([indiafilings.com](https://www.indiafilings.com/search/bikkgane-industries-private-limited-cin-U35990DL2020PTC362214?utm_source=openai)). - **BIKKGANE FOODS PRIVATE LIMITED**, incorporated November 28, 2015, is a Gurgaon‑based private limited "
Timmys Food Bag,Branded,Timmy's,0.8476,0.0781,D,review,likely_wrong,Branded,"Here’s what I found regarding the brand/seller name **“Timmy’s”** in relation to the Indian B2B grocery/food‑service catalog: - A trademark application for **“TIMMY’S”** (Class 30 — manufacturing of tomato sauces) is registered in India under proprietor **Neetam Kaushal**, applied 21 August 2019, published in the journal on 3 February 2020 ([indiafilings.com](https://www.indiafilings.com/search/timmys-tm-4271123?utm_source=openai)). - There is a local bakery named **Timmy Bakery** located in **Model Town, Ludhiana**, offering fast‑food baked goods; it appears as a listing on Magicpin with address **Shop No. 518, Suman Hospital Rd, Near PNB ATM, Pritm Nagar, Model Town, Ludhiana** ([magicpin.in](https://magicpin.in/Ludhiana/Model-Town/Restaurant/Timmy-Bakery/store/224b56/?utm_source=openai)). - Internationally, **Tim Hortons**, colloquially known in Canada as **“Timmy’s”**, is a large mul"
KESAR,Unbranded,,0.8419,0.0781,D,review,likely_wrong,Unbranded,"Here’s what the web reveals about “KESAR” as a brand or company in India: - **India Kesar Company**: A century-old firm based in Pampore, specializing in saffron (kesar) in bulk and retail packaging ([indiakesar.com](https://www.indiakesar.com/?utm_source=openai)). - **Kesari (product of Tatva Health & Wellness Pvt. Ltd.)**: A saffron brand—purports to be India’s first ISO 3632 Category 1 certified pure saffron—owned by Tatva Health & Wellness, based in Chennai ([kesarisaffron.com](https://www.kesarisaffron.com/about-us/?utm_source=openai)). - **Kesar Enterprises Limited (KEL)**: An industrial conglomerate (sugar, spirits, power) formed in 1933, part of the Kilachand group, based in Uttar Pradesh and Maharashtra ([kesarindia.com](https://www.kesarindia.com/about?utm_source=openai)). - **Kesar Tea**: A Delhi‑based wholesale tea brand (registered in 1989), offering products like Kesar Chai"
Kumatia,Unbranded,,0.7155,0.1037,D,review,likely_wrong,Unbranded,"Here’s what I found regarding **“Kumatia”** as a possible brand, company, or seller: 1. **Thar Organic (online seller)** — Offers a product titled *“Thar Organic Dried Kumatiya Seeds”* listed on Vibecity. It appears to be a marketplace seller rather than a proprietary brand. ([vibecity.com](https://www.vibecity.com/thar-organic-dried-kumatiya-seeds/49127845?utm_source=openai)) 2. **NATRIXEED / NITYA SALES (JioMart listing)** — The product *“Natural Rajasthani Dry Kumatiya”* is branded as **NATRIXEED**, and the manufacturer is **NITYA SALES**, based in Jodhpur, Rajasthan. ([jiomart.com](https://www.jiomart.com/p/groceries/natural-rajasthani-dry-kumatiya-marwari-sukhi-sabji-100-pure-and-natural-100-gm/603851342?utm_source=openai)) 3. **Tharvedas Natural** — Sells *“Kumatiya 500G”* on its own site. The listing suggests Tharvedas is a brand or D2C label offering kumatiya directly. ([tharveda"
Ketchup,Unbranded,,0.7837,0.1561,D,review,,Unbranded,"Here’s what the web reveals about the candidate name “Ketchup” as a potential brand or seller in India: Aligarh Technical Industries, based in Aligarh, Uttar Pradesh, produces and markets tomato ketchup under its own branded name **“Ketchup”**. They manufacture in-house, package the product, and sell it regionally under this generic brand name ([ketchupindia.in](https://www.ketchupindia.in/?utm_source=openai)). No other companies or trademarks using exactly the name “Ketchup” as a standalone brand or seller were found in India. Additional searches primarily surfaced established brands like Kissan, Maggi, Heinz, Cremica, Veeba, Tomezza, etc., none of which adopt “Ketchup” as their actual branding ([business.mapsofindia.com](https://business.mapsofindia.com/top-brands-india/top-ketchup-brands-in-india.html?utm_source=openai)). In summary, the only concrete match for ""Ketchup"" as a brand in"
CREAM,Unbranded,,0.7818,0.1689,D,review,,Unbranded,"I searched for the company or brand name **""CREAM""** as it appears in an Indian B2B grocery/food-service catalog. Here’s what I found: - A trademark search reveals **CREAM** owned by **CREAM HOLDINGS LIMITED**, registered under multiple trademark classes including Class 31 (agricultural and food products) and Class 41 (services like entertainment/publications) ([indiafilings.com](https://www.indiafilings.com/search/cream-tm-2070996?utm_source=openai)). - I found **Cream Factory**, a dessert brand under **Raaj Foods** based in Bengaluru, Karnataka, operating fine‑dine dessert outlets serving fusion ice creams and eggless pastries ([creamfactory.in](https://www.creamfactory.in/OurStory.html?utm_source=openai)). - **Cream Stone** is an Indian chain of ice‑cream parlours headquartered in Hyderabad with 16 locations nationwide, offering flavored ice creams and milkshakes ([en.wikipedia.org](h"
COKE CANE,Branded,Coca-Cola,0.8173,0.1968,D,review,,Branded,"Here’s what the web reveals regarding the name “Coca‑Cola” (in the context of the product “COKE CANE”): - The name **Coca‑Cola** is the globally recognized brand owned by **The Coca‑Cola Company**, a major American multinational. In India, it operates via a subsidiary **Coca‑Cola India (Private) Limited**, headquartered in Gurgaon, Haryana, serving as the concentrate producer and marketer ([en.wikipedia.org](https://en.wikipedia.org/wiki/Coca-Cola_India?utm_source=openai)). - Trademark records confirm that **""Coke"" is a registered trademark** of The Coca‑Cola Company ([coca-cola.com](https://www.coca-cola.com/in/en/brands/coca-cola?utm_source=openai)). - Multiple licensed bottlers and franchisees operate across India under the Coca‑Cola system, including **Hindustan Coca‑Cola Beverages Pvt. Ltd. (HCCB)**, **SLMG Beverages Pvt. Ltd.**, **Kandhari Global Beverages Pvt. Ltd.**, **Brindavan "
