title,brand,old_pred,old_conf,new_pred,reasoning_conf,conf_delta,escaped_grey,verifier_token,justification,error
Potassium Sorbate,unbranded,unbranded,0.9999,unbranded,1.0,0.0001,True,Yes,"The title 'Potassium Sorbate' consists solely of a chemical compound name, which is a descriptive ingredient/material term identifying what the substance is. There are no words in this title that function as a manufacturer or company name. 'Potassium Sorbate' describes the chemical composition of the product, not who makes or sells it.",
PLASTIC CONTAINER 750ML,DIVYA,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains three elements: 'PLASTIC' describes the material, 'CONTAINER' describes the product type, and '750ML' is a size/volume measurement. None of these words identify a real manufacturer or company — they are purely descriptive terms that tell us what the item is made of, what it is, and how large it is. With no maker's name present anywhere in the title, the product is unbranded.",
Amla Sabut Herble,Unbranded,unbranded,0.9866,unbranded,1.0,0.0134,True,Yes,"The three words in this title are all descriptive rather than maker names. 'Amla' refers to the Indian gooseberry, a well-known natural ingredient/fruit. 'Sabut' means 'whole' in Hindi/Urdu, describing the form of the ingredient (whole, unprocessed). 'Herble' appears to be a variant spelling of 'herbal,' describing the product's nature or category. None of these words identify a manufacturer or company — together they simply describe a whole amla herbal product.",
Ro 48,Unbranded,branded,0.026,unbranded,1.0,0.974,True,Yes,"The title contains two elements: 'Ro' and '48'. 'Ro' could be an abbreviation, but it does not clearly identify a real manufacturer or company name based on the title alone. '48' is a number that most likely refers to a size, quantity, or internal code rather than a maker. Since neither element clearly identifies a real maker or company, the product is classified as unbranded.",
CUMIN WHOLE (JEERA),Unbranded,unbranded,0.9993,unbranded,1.0,0.0007,True,Yes,"The title contains two terms: 'CUMIN WHOLE' and 'JEERA' (in parentheses). 'Cumin whole' is purely descriptive, identifying the spice type and its form (whole, unground seeds). 'Jeera' is simply the Hindi/South Asian word for cumin, providing an alternative name for the same ingredient. Neither term identifies a manufacturer or company — the entire title describes only what the product is.",
Green peas,unbranded,unbranded,0.9994,unbranded,1.0,0.0006,True,Yes,"The title consists of only two words: 'Green' and 'peas.' 'Green' is a descriptive color/variety term, and 'peas' is the product type itself. Neither word identifies a real maker or company — the title simply describes what the item is.",
3CP PLATE,,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains two potential signal elements: '3CP' and 'PLATE'. 'PLATE' is purely a descriptive term identifying the product type. '3CP' appears to be an internal code or size/style abbreviation rather than a recognizable manufacturer or company name — no real maker can be identified from this combination of letters and numbers. Since no part of the title clearly names a real maker, the product is unbranded.",
Maida Flour Premium (per kg),unbranded,unbranded,0.9698,unbranded,1.0,0.0302,True,Yes,"The word 'Maida' refers to a type of finely milled wheat flour common in South Asian cooking — it is a descriptive ingredient/product-type term, not a manufacturer or company name. 'Premium' is a quality descriptor, and 'per kg' is a unit of measurement. No word in the title identifies a real maker or company behind the product.",
VKL PERI PERI MARINADE,unbranded,branded,0.999,unbranded,0.9971,-0.0019,True,Yes,"The title contains three potential signals: 'VKL', 'PERI PERI', and 'MARINADE'. 'MARINADE' is clearly a descriptive term indicating the product type. 'PERI PERI' is a descriptive flavor/ingredient term referring to a type of chili pepper commonly used in African and Portuguese cuisine. 'VKL' is an abbreviation that could theoretically be a brand, but it is not recognizable as a real manufacturer or company name from the title alone, and without further context it reads more like an internal code or label abbreviation; under the instruction to choose UNBRANDED when genuinely uncertain, no confirmed maker is identified.",
Red Fondant,Unbranded,unbranded,0.9977,unbranded,1.0,0.0023,True,Yes,"The title contains two words: 'Red' and 'Fondant.' 'Red' is a descriptive color term indicating the product's appearance, not a maker's name. 'Fondant' is a product type — a sugar-based confectionery material — and describes what the item is, not who makes it. Neither word identifies a real manufacturer or company, so the product is unbranded.",
Radish White,Unbranded,unbranded,0.9997,unbranded,1.0,0.0003,True,Yes,"The title contains only two words: 'Radish' and 'White.' 'Radish' is a descriptive term identifying the product type — a root vegetable. 'White' is a descriptive term indicating the color or variety of the radish. Neither word names a real manufacturer or company, so the title only describes what the item is, not who makes it.",
SUMA TAB CHLORINE,Unbranded,branded,0.9997,unbranded,0.8355,-0.1642,False,Yes,"The three words in the title are 'SUMA,' 'TAB,' and 'CHLORINE.' 'TAB' is a descriptive term referring to the tablet form of the product. 'CHLORINE' is a chemical ingredient, not a maker's name. 'SUMA' could potentially signal a brand, but within this title it reads as a descriptive or stylistic prefix rather than a clearly identifiable manufacturer or company name, and no other context in the title confirms it as a real maker. Since no part of the title unambiguously identifies a real company or manufacturer, the product is classified as unbranded.",
PUMPKIN SEEDS (1Kg Pkt),unbranded,unbranded,0.9998,unbranded,1.0,0.0002,True,Yes,"The title contains two potential signal elements: 'PUMPKIN SEEDS' and '1Kg Pkt'. 'PUMPKIN SEEDS' is purely a descriptive product type, naming the ingredient/food item itself rather than any maker or company. '1Kg Pkt' is a size and packaging descriptor (1 kilogram packet), which is a measurement and format indicator, not a brand name. No part of the title identifies a real manufacturer or company.",
Zucchini Yellow (Premium)  incremental 0.5 10033,OUTLET,unbranded,0.9968,unbranded,1.0,0.0032,True,Yes,"The word 'Zucchini Yellow' is a descriptive term identifying the product type and color variety of the vegetable. 'Premium' is a quality descriptor, not a maker or company name. '0.5' and '10033' appear to be a size/weight measurement and an internal code respectively, neither of which identifies a manufacturer or brand.",
GARBAGE COVER SMALL 17x19 - 51 MM,UNBRANDED,unbranded,0.9999,unbranded,1.0,0.0001,True,Yes,"The title contains no word that identifies a real maker or company. 'GARBAGE COVER' describes the product type — a cover for garbage — while 'SMALL,' '17x19,' and '51 MM' are purely descriptive terms indicating size and dimensions. There is no manufacturer or brand name present anywhere in the title.",
Dhania Pudina Chutney-SNACC,UNBRANDED,branded,0.998,unbranded,1.0,0.002,True,Yes,"The words 'Dhania Pudina Chutney' are entirely descriptive, referring to a coriander (dhania) and mint (pudina) condiment (chutney) — all ingredient and product-type terms. The word 'SNACC' could potentially signal a brand, but it reads more like an internal code, category tag, or abbreviated descriptor (e.g., 'snack') rather than a recognizable manufacturer or company name. Since no part of the title clearly identifies a real maker, the product is classified as unbranded.",
MDH Chana Masala,unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The word 'MDH' is the specific term that signals a brand in this title. MDH is a well-known Indian spice manufacturer (Mahashian Di Hatti), making it a real company/maker name rather than a descriptive term. 'Chana Masala' is purely descriptive, referring to a type of spice blend used for chickpea dishes. Since MDH clearly identifies the maker, the product is classified as branded.",
Brown Onion,unbranded,unbranded,1.0,unbranded,1.0,0.0,True,Yes,"'Brown' and 'Onion' are both purely descriptive terms. 'Brown' describes the color/variety of the vegetable, and 'Onion' identifies the product type. Neither word names a manufacturer or company, so there is no maker identified in this title.",
Lettuce Patta,unbranded,unbranded,0.9991,unbranded,1.0,0.0009,True,Yes,"The title contains two words: 'Lettuce' and 'Patta.' 'Lettuce' is a well-known leafy vegetable, making it a descriptive product-type term. 'Patta' is a word meaning 'leaf' in several South Asian languages, which is also purely descriptive of the product's form or type. Neither word identifies a real manufacturer or company, so the title only describes what the item is.",
Butter Murkku,unbrand,unbranded,0.9996,unbranded,1.0,0.0004,True,Yes,"The title contains two words: 'Butter' and 'Murkku.' 'Butter' is a descriptive ingredient/flavor term indicating the product contains or is flavored with butter. 'Murkku' is a traditional South Asian/Indian snack type (a crunchy savory snack), making it a descriptive product-type term. Neither word identifies a real manufacturer or company, so the title only describes what the item is rather than who makes it.",
