title,brand,pred_brand,confidence,p_branded,raw_conf,logprob,verifier_token,stage1_reasoning,error
#_# Kulfi Insulation Bag - Parsi Dairy Farm,Unbranded,branded,0.9988,,0.9988,-0.00117,Yes,The product is sold under the 'Parsi Dairy Farm' brand name.,
Natural Mineral Water Aava 500 ml,Unbranded,branded,1.0,,1.0,-6e-06,Yes,Aava is a specific brand name for natural mineral water.,
Parmesan Cheese 1kg,Unbranded,unbranded,0.9967,,0.9967,-0.00333,Yes,Parmesan Cheese is a generic cheese variety with no specific brand name mentioned.,
Plain Container - Classic Cassata (110 ml),Unbranded,branded,0.5,,0.5,-0.693148,No,The 'Classic Cassata' name with a specific container branding indicates a branded ice cream product line.,
Colin Spray 500ml,unbranded,branded,1.0,,1.0,-4.8e-05,Yes,Colin is a well-known branded glass and surface cleaner product by Reckitt Benckiser.,
Pink Gel Colour,Unbranded,unbranded,0.9994,,0.9994,-0.000562,Yes,The product title 'Pink Gel Colour' is a generic description of a food coloring product with no specific brand name mentioned.,
Stamp Pad Medium Blue,Unbranded,unbranded,0.9994,,0.9994,-0.000571,Yes,"The product is described generically by its type, size, and color with no specific brand name mentioned.",
Mogra Staff Rice (Broken Basmati Rice) 30 Kg 138777,OUTLET,unbranded,0.728,,0.728,-0.317489,Yes,Mogra Staff Rice refers to a generic rice variety/grade (broken basmati) rather than a specific branded product.,
Frozen Beans (1Kg),Unbranded,unbranded,0.9987,,0.9987,-0.001285,Yes,Frozen Beans is a generic commodity product with no specific brand name mentioned.,
Kaju 4pcs,unbranded,unbranded,0.9994,,0.9994,-0.000617,Yes,"Kaju (cashew nuts) listed without any brand name, indicating a generic/loose commodity product.",
MDH Pav Bhaji Masala 100 grams,,branded,1.0,,1.0,-2e-06,Yes,"MDH is a well-known spice brand, and this product is sold under the MDH brand name.",
MINI JAMUN 100g,Ksheer Sagar,unbranded,0.8539,,0.8539,-0.157927,Yes,Mini Jamun appears to be a generic fruit product with no specific brand name associated with it.,
APRICOT 200 GM PACK,TURKEL,unbranded,0.998,,0.998,-0.001959,Yes,Apricot is a generic commodity fruit with no specific brand name mentioned.,
BROWN BUN,Unbranded,unbranded,0.9993,,0.9993,-0.000721,Yes,Brown bun is a generic bakery item with no specific brand name mentioned.,
#_# Jar - Death By Chocolate - Getaway,Unbranded,branded,0.22,,0.78,-0.248471,No,The product is sold under the branded name 'Getaway' with a specific product line called 'Death By Chocolate'.,
#_# Motichur Laddu 500gms - Dadus,Unbranded,branded,0.9997,,0.9997,-0.00031,Yes,Motichur Laddu is sold under the 'Dadus' brand name.,
#_# Mop Refill [Wet],unbranded,unbranded,0.9482,,0.9482,-0.053238,Yes,The product is a generic mop refill with no specific brand name associated with it.,
Turmeric Powder 500 grams,Unbranded,unbranded,0.9985,,0.9985,-0.001456,Yes,Turmeric Powder is a generic spice commodity with no specific brand name mentioned.,
#_# Caramelo Banditos Dough - Cookie Cartel,Unbranded,branded,0.9972,,0.9972,-0.002849,Yes,The product is sold under the specific brand name 'Cookie Cartel' with a distinct product line called 'Caramelo Banditos Dough'.,
Hungritos Permium without Skin On Fries 9Mm,,branded,0.9989,,0.9989,-0.001117,Yes,Hungritos is a specific brand name used for these premium fries product.,
Chicken Drumstick with Skin - Marinated,Semifinished,unbranded,0.9946,,0.9946,-0.0054,Yes,This is a generic marinated chicken cut with no specific brand name associated with it.,
Cheese Slice 200nos X 11.35g 2.27 Kg,Unbranded,unbranded,0.9968,,0.9968,-0.003228,Yes,The product title mentions only a generic cheese slice with weight specifications and no specific brand name.,
Chipotle Sauce,Timmys,unbranded,0.9987,,0.9987,-0.001305,Yes,The title refers to a generic sauce type without any specific brand name associated with it.,
GK - Infinite Food - Strawberry Smoothie Premix Powder (58 G x 15 sachet),OUTLET,branded,0.9993,,0.9993,-0.000733,Yes,The product is sold under the brand name 'GK - Infinite Food' with a specific packaged product line.,
SS Round Plate 10 Inch- Order Plate,Unbranded,unbranded,0.9958,,0.9958,-0.004208,Yes,SS (Stainless Steel) Round Plate is a generic commodity item with no specific brand name associated with it.,
Coffee and Chocolate Brookies,OUTLET,unbranded,0.9985,,0.9985,-0.001502,Yes,"The product title describes a generic baked item (brookies) with flavor descriptors, with no specific brand name mentioned.",
Milk Premium Farm Fresh 1 Ltr,unbranded,unbranded,0.9711,,0.9711,-0.029296,Yes,The product title describes generic farm fresh milk with no specific brand name associated with it.,
Pitambari 150 gm,Unbranded,branded,0.9974,,0.9974,-0.002554,Yes,Pitambari is a well-known brand name for cleaning and household products.,
Cone Blueberry Cheesecake  110 Ml,GAW,unbranded,0.9971,,0.9971,-0.002894,Yes,"The product title contains no specific brand name, only a flavor description and size.",
RTE-Seths - Chinese Ready Schezwan Sauce (Frozen) 1 Kg,OUTLET,branded,0.9997,,0.9997,-0.000315,Yes,"The product is sold under the specific brand name 'Seths', indicating it is a branded ready-to-eat product.",
Raspberry Fruit,Unbranded,unbranded,0.9997,,0.9997,-0.000341,Yes,Raspberry Fruit is a generic fresh fruit with no specific brand name associated with it.,
GREEN CURRY PASTE NAMJAI 1 KG,Unbranded,branded,1.0,,1.0,-2.5e-05,Yes,NAMJAI is a specific brand name associated with this green curry paste product.,
#_# Scissor,unbranded,unbranded,0.8311,,0.8311,-0.184954,Yes,The product is a generic scissor with no specific brand name associated with it.,
AMUL CHEESE SP PLAIN,Unbranded,branded,1.0,,1.0,-9e-06,Yes,"AMUL is a well-known dairy brand, and this is a specific cheese product sold under the Amul brand name.",
Black and White 750Ml,unbrand,branded,0.9363,,0.9363,-0.065836,Yes,"Black & White is a specific brand name, likely referring to a branded whisky or beverage product.",
2 Cp-Snacc,unbranded,branded,0.1824,,0.8176,-0.201414,No,'Snacc' appears to be a specific brand or product line name rather than a generic commodity item.,
SAUCE SOYA DARK,CHINGS,unbranded,0.9996,,0.9996,-0.000357,Yes,The product title is a generic description of dark soya sauce with no specific brand name mentioned.,
#_# Sweet Chilli Sauce 15g - Prasuma,unbranded,branded,0.9996,,0.9996,-0.00038,Yes,The product is sold under the 'Prasuma' brand name.,
Jacobs Creek Red 750Ml,unbrand,branded,1.0,,1.0,-6e-06,Yes,Jacob's Creek is a well-known branded wine label sold under a specific brand name.,
Transfer Notebook,unbranded,unbranded,0.9976,,0.9976,-0.0024,Yes,Transfer Notebook appears to be a generic stationery item with no specific brand name associated with it.,
Korean Chilli Powder 300 gm,Unbranded,unbranded,0.9985,,0.9985,-0.001479,Yes,The product is a generic spice (Korean chilli powder) sold by weight with no specific brand name mentioned.,
110 Ml Tea paper cup-Snacc,unbranded,branded,0.8199,,0.8199,-0.198582,Yes,The product is sold under the brand name 'Snacc'.,
Fajita Topping,unbranded,unbranded,0.9961,,0.9961,-0.003892,Yes,Fajita Topping appears to be a generic descriptor for a vegetable/ingredient mix with no specific brand name identified.,
Plastic Storage Boxes - Meduim,Unbranded,unbranded,0.9947,,0.9947,-0.005316,Yes,The product is a generic plastic storage box with no specific brand name mentioned.,
Burger Box,GFB branded,unbranded,0.9992,,0.9992,-0.000792,Yes,Burger Box appears to be a generic packaging/container item with no specific brand name associated with it.,
Aluminium (Silver) Pouches 6 inch * 9 inch (Pack of 100) 137302,OUTLET,unbranded,0.9998,,0.9998,-0.000161,Yes,This is a generic commodity packaging product (aluminium pouches) sold without any specific brand name.,
Sugar Regular,unbranded,unbranded,0.9961,,0.9961,-0.003892,Yes,Sugar Regular is a generic commodity item with no specific brand name associated with it.,
SHIKANJI MASALA,Unbranded,unbranded,0.9965,,0.9965,-0.003544,Yes,SHIKANJI MASALA appears to be a generic spice mix for lemonade with no specific brand name identified.,
Crunchy butterscotch PP 100ML,Unbranded,unbranded,0.9458,,0.9458,-0.055723,Yes,"The product appears to be a generic crunchy butterscotch item with no identifiable brand name, only a size specification.",
Tape 1 Inch,Krispy Kreme,unbranded,0.9996,,0.9996,-0.000352,Yes,The product is described generically by its type and size without any specific brand name mentioned.,
Nestle Water (19 Litre),unbranded,branded,1.0,,1.0,-2.1e-05,Yes,Nestle is a well-known global brand selling packaged water under its brand name.,
ALMOND(BADAM),Unbranded,unbranded,0.9997,,0.9997,-0.000301,Yes,Almonds (Badam) are a generic commodity nut with no specific brand name mentioned.,
QT Rail,Unbranded,branded,0.9659,,0.9659,-0.034696,Yes,'QT Rail' appears to be a specific branded product name with a distinct label/brand identifier 'QT'.,
Chick peas,,unbranded,0.9986,,0.9986,-0.001434,Yes,Chick peas is a generic commodity item with no specific brand name associated with it.,
SUGAR,Unbranded,unbranded,0.9989,,0.9989,-0.001117,Yes,Sugar is a generic commodity item with no specific brand name mentioned.,
Kitchen King MDH 100 Gm- GST @ 5%,Unbranded,branded,0.9999,,0.9999,-0.000102,Yes,"MDH is a well-known spice brand, and Kitchen King is a specific product sold under the MDH brand name.",
"RTE-Seths - Chinese Ready Schezwan Sauce (Frozen), 1 Kg BB0009",OUTLET,branded,0.9986,,0.9986,-0.001412,Yes,The product is sold under the 'Seths' brand name as part of their RTE (Ready-to-Eat) product line.,
Chilly Byadagi,unbrand,unbranded,0.9995,,0.9995,-0.000451,Yes,"Byadagi chilly is a generic variety/type of chili pepper, not associated with any specific brand name.",
CHAPAD HEAVY,Unbranded,unbranded,0.9711,,0.9711,-0.029296,Yes,CHAPAD HEAVY appears to be a generic/commodity product description with no identifiable brand name.,
MANGO JUICE 1 LTR,Unbranded,branded,0.8903,,0.8903,-0.116204,Yes,"Packaged mango juice sold in a 1 liter carton/bottle typically implies a branded product, though the brand name is not explicitly mentioned in the title.",
Lettuce Lollo Rosso,Unbranded,unbranded,0.9996,,0.9996,-0.00038,Yes,Lettuce Lollo Rosso is a variety of fresh leafy vegetable with no specific brand name associated with it.,
American corn Sweet (per piece),unbranded,unbranded,0.9998,,0.9998,-0.000161,Yes,American sweet corn is a generic commodity item sold by piece with no specific brand name associated.,
Shimeji Mushrooms,unbranded,unbranded,0.999,,0.999,-0.001033,Yes,Shimeji Mushrooms is a generic variety of mushroom with no specific brand name associated with it.,
BOOKLET - LEAVE APPLICATION,UNBRANDED,unbranded,0.9967,,0.9967,-0.00333,Yes,This is a generic stationery/office supply item with no specific brand name attached to it.,
7 inch Plate Chuk,Unbranded,unbranded,0.848,,0.848,-0.164913,Yes,"The product appears to be a generic disposable plate item with no identifiable brand name, just a size descriptor and material type.",
#_# Prasuma FS Tandoori Veg Momos - Prasuma,Unbranded,branded,0.9998,,0.9998,-0.000166,Yes,Prasuma is a specific brand name associated with this packaged momos product.,
#_# French Vanilla (500 ml) - Go Zero,Unbranded,branded,0.9983,,0.9983,-0.001702,Yes,The product is sold under the brand name 'Go Zero'.,
IDLY RAWA,UNBRANDED,unbranded,0.9987,,0.9987,-0.001285,Yes,Idly Rawa is a generic commodity ingredient with no specific brand name mentioned.,
Budweiser 330Ml,unbrand,branded,0.9998,,0.9998,-0.000154,Yes,Budweiser is a well-known international beer brand owned by Anheuser-Busch InBev.,
BREAD CRUMBS,unbranded,unbranded,0.9997,,0.9998,-0.000249,Yes,The product title 'BREAD CRUMBS' is a generic commodity description with no specific brand name associated with it.,
Air Freshener Godrej,Unbranded,branded,0.9992,,0.9992,-0.000843,Yes,Godrej is a well-known brand name associated with this air freshener product.,
Spice-Dhaniya seeds,unbranded,unbranded,0.9948,,0.9948,-0.005234,Yes,Dhaniya (coriander) seeds is a generic commodity spice with no specific brand name associated.,
Sandburgs Truffle Barbeque sauce (500 gram),Base Kitchen,branded,0.9995,,0.9995,-0.000511,Yes,Sandburgs is a specific brand name under which this Truffle Barbeque sauce is sold.,
SEED POPPY,KHUSH FARM,unbranded,0.9952,,0.9952,-0.004842,Yes,Poppy seeds are a generic commodity spice with no specific brand name indicated.,
Pork Red Meat,,unbranded,0.9989,,0.9989,-0.001117,Yes,Pork Red Meat is a generic commodity meat product with no specific brand name associated with it.,
Full Box / Big Box,Unbranded,unbranded,0.9999,,0.9999,-8.8e-05,Yes,The title 'Full Box / Big Box' is a generic size/quantity descriptor with no specific brand name associated.,
Star Papad,Unbranded,branded,0.7827,,0.7827,-0.245055,Yes,'Star' is a specific brand name used to sell papad under a branded label.,
NUTS CASHEW 4PCS,SVP'S JUST CASHEWS - JH SREE DEVI'S,unbranded,0.9913,,0.9913,-0.00875,Yes,The product is a generic commodity cashew nut item with no specific brand name mentioned.,
Dry Wash Floor mat - Big,Unbranded,unbranded,0.9993,,0.9993,-0.000678,Yes,The product is described generically as a floor mat with no specific brand name mentioned.,
A4 Sheet,Unbranded,unbranded,0.9957,,0.9957,-0.004341,Yes,A4 Sheet is a generic commodity paper product with no specific brand name associated with it.,
#_# Strawberry Kulfi 300gm - Parsi Dairy Farm,unbranded,branded,1.0,,1.0,-7e-06,Yes,Parsi Dairy Farm is a well-known brand selling this strawberry kulfi product.,
Golgappa Sooji,Unbranded,unbranded,0.9996,,0.9996,-0.000405,Yes,"Golgappa Sooji refers to a generic semolina product used for making golgappas, with no specific brand name mentioned.",
Pril Liquid,Unbranded,branded,0.9999,,0.9999,-0.00014,Yes,Pril is a well-known brand of dish-washing liquid owned by Henkel.,
RED COLOUR,Unbranded,unbranded,0.1176,,0.8824,-0.125079,No,This appears to be a generic food color/dye with no specific brand name attached.,
T-shirt - M size,unbranded,unbranded,0.9988,,0.9988,-0.001207,Yes,"The product is a generic T-shirt with no specific brand name mentioned, only a size specification.",
Thin Filo Dough For Sweet 450 gms,Unbranded,unbranded,0.9994,,0.9994,-0.000598,Yes,The product title describes a generic dough item with no specific brand name mentioned.,
#_# Pink Dome Box 1/2 Kg - Sassy Teaspoon,Unbranded,branded,0.9981,,0.9981,-0.001869,Yes,"The product is sold under the brand name 'Sassy Teaspoon', indicating it is a branded bakery/confectionery item.",
Silicon Dioxide,Unbranded,unbranded,0.9999,,0.9999,-0.000106,Yes,Silicon Dioxide is a generic chemical/commodity substance with no specific brand name associated with it.,
Wild Rocket Micro 100 gm,Unbranded,unbranded,0.9962,,0.9962,-0.003832,Yes,Wild Rocket Micro is a generic leafy green/microgreen sold by weight with no specific brand name attached.,
Sunflower Oil,Priya,unbranded,0.9966,,0.9966,-0.003383,Yes,Sunflower Oil is listed as a generic commodity without any specific brand name associated with it.,
Dried Shiitake mushroom 1kg,Unbranded,unbranded,0.9988,,0.9988,-0.001189,Yes,"The product is a generic commodity item with no specific brand name mentioned, just a description of the product and its quantity.",
NONBROMITE BREAD IMPROVER 1 KG 0157,unbranded,branded,0.5117,,0.5117,-0.669985,Yes,NONBROMITE appears to be a specific brand/product name for a commercial bread improver product.,
Kombu Leaf Dried 1kg pkt,unbranded,unbranded,0.9957,,0.9957,-0.004274,Yes,Kombu (dried seaweed) is a generic commodity item sold loose by weight with no specific brand name mentioned.,
MDH Kashmiri Chilli Powder 100 grams,,branded,1.0,,1.0,-1e-06,Yes,"MDH is a well-known spice brand, making this a branded product.",
Kiley Soda 250 ML - SNACC,UNBRANDED,branded,0.5273,,0.5273,-0.639956,Yes,The product is sold under the brand name 'SNACC' with a specific product line 'Kiley Soda'.,
ONION RINGS (PB),Olio,unbranded,0.6406,,0.6406,-0.445295,Yes,Onion rings are a generic commodity item with no specific brand name associated.,
#_# Cookies and Cream Ice-cream Tub (100ml) - Meemees,unbranded,branded,0.9998,,0.9998,-0.000156,Yes,The product is sold under the 'Meemees' brand name.,
Luster Dust Royal Gold,Unbranded,branded,0.0534,,0.9466,-0.054883,No,Luster Dust is a specific branded product line for edible shimmer/glitter dust sold under that brand name.,
Sauce-Peri peri,unbranded,unbranded,0.9993,,0.9993,-0.000721,Yes,The title 'Sauce-Peri peri' is a generic description of a flavor/type of sauce with no specific brand name mentioned.,
Coriander Green,unbranded,unbranded,0.9996,,0.9996,-0.000352,Yes,Coriander Green is a generic fresh herb with no specific brand name associated with it.,
Water Chestnuts,Unbranded,unbranded,0.9984,,0.9984,-0.00165,Yes,Water Chestnuts is a generic produce/commodity item with no specific brand name associated.,
Monin Raspberry,Unbranded,branded,0.9999,,0.9999,-5.2e-05,Yes,Monin is a well-known French brand that produces flavored syrups and sauces.,
Vanaspati Ghee nature fresh,unbranded,branded,0.9969,,0.9969,-0.00308,Yes,Nature Fresh is a specific brand name used for this vanaspati ghee product.,
White Raddish,unbrand,unbranded,0.9994,,0.9994,-0.000598,Yes,White Radish is a generic vegetable commodity with no specific brand name associated with it.,
Polyester Label Sticker (4x2 Inc Red) Non veg,unbranded,unbranded,0.9995,,0.9995,-0.000473,Yes,This is a generic commodity label sticker with no specific brand name associated with it.,
Nitrile Hand Gloves (1box = 100 gloves),unbranded,unbranded,0.9995,,0.9995,-0.000488,Yes,The product is described generically as 'Nitrile Hand Gloves' with no specific brand name mentioned.,
Pizza Cheese,unbranded,unbranded,0.9963,,0.9963,-0.003714,Yes,Pizza Cheese is a generic/commodity dairy product with no specific brand name mentioned.,
#_# Square Butter Paper - Le Four,Unbranded,branded,0.945,,0.945,-0.056577,Yes,"The product is sold under the brand name 'Le Four', indicating it is a branded item.",
Sarwar Onion Powder 450gm,unbranded,branded,0.9999,,0.9999,-0.000114,Yes,Sarwar is a specific brand name under which this onion powder is sold.,
Veg Spring Roll (pack of 25Pcs),Unbranded,unbranded,0.9965,,0.9965,-0.003545,Yes,"The product is a generic vegetable spring roll with no specific brand name mentioned, only a pack size.",
Mdh Dhaniya powder 500gm,Unbranded,branded,1.0,,1.0,-1e-06,Yes,"MDH is a well-known spice brand, making this a branded dhaniya (coriander) powder product.",
Cherry Tomato,Unbrand,unbranded,0.9999,,0.9999,-0.000107,Yes,Cherry Tomato is a generic fresh produce item with no specific brand name associated with it.,
CREAM,unbranded,unbranded,0.9716,,0.9716,-0.028849,Yes,Generic product name with no specific brand mentioned.,
Container Paper Printed 250 ML ( dia 116 ) with LID,Unbranded,unbranded,0.9995,,0.9995,-0.000473,Yes,"The product is a generic paper container with lid described only by its size specifications, with no brand name mentioned.",
Tropicana Mango Juice 1Ltr,unbrand,branded,1.0,,1.0,-2e-06,Yes,Tropicana is a well-known brand that manufactures and sells packaged fruit juices.,
A5 Voucher Leaflet,unbranded,unbranded,0.9986,,0.9986,-0.001368,Yes,This is a generic stationery/promotional item with no specific brand name associated with it.,
Long Note Book 200 Pgs Chandras SB,unbranded,branded,0.9948,,0.9948,-0.005234,Yes,"The product is sold under the brand name 'Chandras', indicating it is a branded notebook.",
#_# Modak - Murukku,Unbranded,unbranded,0.9987,,0.9987,-0.001347,Yes,Modak and Murukku are traditional generic snack items with no specific brand name indicated.,
Floor Duster (Pocha),unbranded,unbranded,0.9998,,0.9998,-0.000159,Yes,Floor Duster (Pocha) is a generic cleaning item with no specific brand name associated with it.,
Monin Blue Curaco 700 ml,Unbranded,branded,0.9994,,0.9994,-0.000598,Yes,Monin is a well-known brand that produces flavored syrups and this product is explicitly sold under the Monin brand name.,
Piri Piri Seasoning,Unbranded,unbranded,0.9979,,0.9979,-0.002151,Yes,Piri Piri Seasoning appears to be a generic spice blend with no specific brand name associated with it.,
Carry Bag Paper 1Kg Printing,unbranded,unbranded,0.9995,,0.9995,-0.000466,Yes,This is a generic paper carry bag commodity item with no specific brand name associated with it.,
AACHI KULAMBU MILAKAI STAFF,Ovenfresh,branded,0.9241,,0.9241,-0.07889,Yes,"Aachi is a well-known branded spice and masala company, and this is their Kulambu Milagai product.",
Goat Cheese,Flanders Daily Products,unbranded,0.9989,,0.9989,-0.001134,Yes,Goat Cheese is a generic dairy product with no specific brand name mentioned.,
Hazelnut Brownie Outer Sticker (CBTL),Unbranded,branded,0.9944,,0.9944,-0.00557,Yes,"CBTL (The Coffee Bean & Tea Leaf) is a specific brand, and this is a branded product sticker associated with it.",
TT RIBBAN J304 (110MM X 300MTR),Unbranded,branded,0.2814,,0.7186,-0.330461,No,TT RIBBAN is a specific brand name for thermal transfer ribbon products with a model number J304.,
Sweets Milk Barfi Red Velvet,unbranded,branded,0.094,,0.906,-0.098728,No,"The product is sold under the 'Sweets' brand name with a specific product line 'Red Velvet', indicating a branded offering.",
Rich Whipping Cream Gold,unbranded,branded,0.9979,,0.9979,-0.002151,Yes,"'Rich' is a specific brand known for dairy and baking products, and 'Gold' indicates a branded product line variant.",
HALDI POWDER,Unbranded,unbranded,0.9996,,0.9996,-0.000411,Yes,Haldi (turmeric) powder is a generic commodity spice with no specific brand name mentioned.,
Maggi Cubes Chicken,unbranded,branded,0.9998,,0.9998,-0.000174,Yes,"Maggi is a well-known brand by Nestlé, and this product is sold under that brand name.",
Cake Card 6,unbranded,unbranded,0.9895,,0.9895,-0.010545,Yes,A generic cake card/board accessory with no specific brand name associated with it.,
Ker Sangri,Unbranded,unbranded,0.9995,,0.9995,-0.000504,Yes,Ker Sangri is a traditional Rajasthani desert vegetable/ingredient sold as a generic commodity with no specific brand name.,
SAKURA DRIED SHITAKE MUSHROOM,Unbranded,branded,0.9985,,0.9985,-0.00155,Yes,SAKURA is a specific brand name under which the dried shiitake mushrooms are sold.,
#_# Tomato Chutney Frozen - Murukku,Unbranded,unbranded,0.8105,,0.8105,-0.210131,Yes,Tomato Chutney Frozen - Murukku appears to be a generic/commodity food item with no identifiable brand name.,
#_# Tar Brush (Dosa Bhatti),unbranded,unbranded,0.9511,,0.9511,-0.050092,Yes,This is a generic kitchen tool (tar brush/dosa bhatti) with no specific brand name associated with it.,
RED CABBAGE,Unbranded,unbranded,0.9999,,0.9999,-0.000122,Yes,Red cabbage is a generic vegetable commodity with no specific brand name associated with it.,
Fresh Button Mushroom (200GM),Unbranded,unbranded,0.9997,,0.9997,-0.00031,Yes,Fresh Button Mushroom is a generic commodity item sold by weight with no specific brand name associated.,
Salad Oil 500mL,unbranded,unbranded,0.9219,,0.9219,-0.081295,Yes,"The product has no specific brand name mentioned, making it a generic commodity oil.",
#_# Sticker - Momo Kitchen 40mm - Prasuma,unbranded,branded,0.9533,,0.9533,-0.047852,Yes,"The product is associated with 'Prasuma' and 'Momo Kitchen', which are specific brand names.",
Biryani Rice(1121 XXXL),Unbranded,unbranded,0.9996,,0.9996,-0.000411,Yes,Biryani Rice (1121 XXXL) refers to a specific variety/grade of rice (1121 basmati) without any brand name attached.,
LAVA CAKE LID,Ovenfresh,unbranded,0.9664,,0.9664,-0.034167,Yes,Lava Cake Lid appears to be a generic kitchen/baking accessory with no specific brand name mentioned.,
Jain Hing Powder,Unbranded,branded,0.9914,,0.9914,-0.008615,Yes,Jain is a specific brand name associated with packaged spice products.,
Brown Onion Grinded,Unbranded,unbranded,0.9993,,0.9993,-0.00071,Yes,Brown Onion Grinded is a generic commodity product with no specific brand name associated with it.,
Onion Sambar,unbrand,unbranded,0.9997,,0.9997,-0.00033,Yes,Onion Sambar is a generic dish/commodity item with no specific brand name associated with it.,
Pitambari Powder,unbranded,branded,0.9999,,0.9999,-6.6e-05,Yes,Pitambari is a well-known brand name for cleaning/polishing powder products.,
#_# Sticker - Mango Protein Smoothie - The Whole Truth,Unbranded,branded,0.9924,,0.9924,-0.007606,Yes,The Whole Truth is a specific health food brand selling this Mango Protein Smoothie product.,
500 Ml Round Container With Lids (White),unbranded,unbranded,0.9991,,0.9991,-0.000856,Yes,The product is a generic container with no specific brand name mentioned.,
Panini Bread Outer Sticker (CBTL),Unbranded,branded,0.977,,0.977,-0.023246,Yes,CBTL (Coffee Bean & Tea Leaf) is a specific brand associated with this Panini Bread product sticker.,
Chicken Tikka filling-Snacc,unbranded,branded,0.9977,,0.9977,-0.002326,Yes,"The product is sold under the brand name 'Snacc', indicating it is a branded product.",
Chineese Cabbage,unbrand,unbranded,0.9982,,0.9982,-0.001812,Yes,Chinese Cabbage is a generic vegetable commodity with no specific brand name associated with it.,
Spray Bottle with Trigger (750 ML),Unbranded,unbranded,0.9994,,0.9994,-0.00058,Yes,The product is a generic spray bottle with no specific brand name mentioned.,
Frozen orange,GAW,unbranded,0.9987,,0.9987,-0.001265,Yes,Frozen orange is a generic commodity product with no specific brand name mentioned.,
Rice flour Vijay 1KG-SNACC,unbranded,branded,0.9999,,0.9999,-0.000136,Yes,"The product is sold under the 'Vijay' brand name, indicating it is a branded rice flour product.",
Designer Dummy,unbranded,unbranded,0.021,,0.979,-0.021187,No,The product appears to be a generic display dummy/mannequin with no specific brand name associated with it.,
MONIN HAZELNUT SYRUP 1LTR,unbranded,branded,1.0,,1.0,-1e-06,Yes,MONIN is a well-known brand that manufactures flavored syrups and is explicitly named in the product title.,
Carrot Beans Poriyal(ME)-A-BAN,unbranded,unbranded,0.7432,,0.7432,-0.296835,Yes,Carrot Beans Poriyal is a generic prepared vegetable dish with no specific brand name associated with it.,
Corona Lager Beer 330 ml,unbranded,branded,0.9997,,0.9997,-0.00027,Yes,Corona is a well-known international beer brand sold under a specific brand name.,
Twinning Lemon Tea,unbrand,branded,0.2451,,0.7549,-0.281151,No,"Twinings is a well-known branded tea company, and this product is sold under their brand name.",
#_# Misti Doi 100gm - Parsi Dairy Farm,Unbranded,branded,0.9999,,0.9999,-0.000129,Yes,Misti Doi is sold under the specific brand 'Parsi Dairy Farm'.,
Thai Tea Mix 400g packet Chatramue,unbranded,branded,1.0,,1.0,-1e-05,Yes,Chatramue is a specific Thai brand known for its Thai tea mix products.,
Habit Olives Green Pitted 3Kg,unbranded,branded,0.9998,,0.9998,-0.000204,Yes,Habit is a specific brand name under which these green pitted olives are sold.,
100 ML PAPER  Container,Unbranded,unbranded,0.9989,,0.9989,-0.001066,Yes,This is a generic paper container with no specific brand name mentioned.,
Lamb Rack Cap Off 1 Pkt,Unbranded,unbranded,0.9987,,0.9987,-0.001265,Yes,Lamb Rack Cap Off is a generic cut of meat with no specific brand name associated with it.,
Napkin Bikkgane,unbranded,branded,0.5078,,0.5078,-0.677646,Yes,Bikkgane appears to be a specific brand name associated with this napkin product.,
#_# Sticker - Sauce Dip Sticker Tangy Thai Tom Yum Sauce - Prasuma,unbranded,branded,0.461,,0.539,-0.618074,No,"The product is sold under the 'Prasuma' brand name, indicating it is a branded sauce product.",
Cello Tape Green,Unbranded,unbranded,0.5429,,0.5429,-0.610898,Yes,"Cello tape is a generic term for adhesive tape, and 'Green' refers to the color, with no specific brand name identified.",
Outer Bag SOS 70 GSM - Snacc,UNBRANDED,branded,0.8977,,0.8977,-0.107926,Yes,"The product is sold under the brand name 'Snacc', indicating it is a branded item.",
Prawns 40/50 C,unbranded,unbranded,0.9999,,0.9999,-0.000125,Yes,"Prawns 40/50 C is a generic seafood commodity item described by size grade, with no specific brand name attached.",
Filter Coffee Powder,Krispy Kreme,unbranded,0.9953,,0.9953,-0.004693,Yes,Generic filter coffee powder with no specific brand name mentioned.,
DAILY FRESH SPROUTED PESARATTU BATTER POUCH 1/2KG,WVF,branded,0.9993,,0.9993,-0.000699,Yes,DAILY FRESH is a specific brand name under which this sprouted pesarattu batter is sold.,
Parry Sugar White,unbranded,branded,0.9992,,0.9992,-0.000843,Yes,Parry is a well-known brand name (EID Parry) under which this white sugar is sold.,
Harpic 500 ml,Unbranded,branded,0.9999,,0.9999,-6.3e-05,Yes,Harpic is a well-known brand name for toilet cleaning products manufactured by Reckitt Benckiser.,
Butter Croissant-Snacc,unbranded,branded,0.7827,,0.7827,-0.245055,Yes,Snacc is a specific brand name under which this butter croissant is sold.,
ITC Long Note Book 160 pages hard,Unbranded,branded,0.9998,,0.9998,-0.000224,Yes,"ITC is a well-known brand name, and the product is sold under this specific brand label.",
MS FRYPAN 14,Unbranded,unbranded,0.9124,,0.9124,-0.091638,Yes,"MS Frypan 14 appears to be a generic metal/mild steel frying pan described by material and size, with no identifiable brand name.",
Spice-Peri peri seasoning,unbranded,unbranded,0.9973,,0.9973,-0.002719,Yes,Peri peri seasoning appears to be a generic spice/seasoning product with no specific brand name identified.,
WALNUT,unbranded,unbranded,0.9325,,0.9325,-0.069937,Yes,Walnut is a generic commodity nut with no specific brand name associated with it.,
